question,correct_answers
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 48.781731489 ± 0.045356876,48.78 ± 0.05;48.78±0.05;4.878e1 ± 5e-2;4.878e1±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 6.555737022,98 ± 7;98±7;9.8e1 ± 7e0;9.8e1±7e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.165890640,19.2 ± 0.2;19.2±0.2;1.92e1 ± 2e-1;1.92e1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 14.569540947,801 ± 15;801±15;8.01e2 ± 1.5e1;8.01e2±1.5e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 0.021484972,19.19 ± 0.02;19.19±0.02;1.919e1 ± 2e-2;1.919e1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 2.469018958,78 ± 2;78±2;7.8e1 ± 2e0;7.8e1±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 48.781731489 ± 0.241508585,48.8 ± 0.2;48.8±0.2;4.88e1 ± 2e-1;4.88e1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.042243700,0.14 ± 0.04;0.14±0.04;1.4e-1 ± 4e-2;1.4e-1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.000125913,0.01754 ± 0.00013;0.01754±0.00013;1.754e-2 ± 1.3e-4;1.754e-2±1.3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.000748888,1.1680 ± 0.0007;1.1680±0.0007;1.1680e0 ± 7e-4;1.1680e0±7e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.048704697,0.29 ± 0.05;0.29±0.05;2.9e-1 ± 5e-2;2.9e-1±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.142191579,0.58 ± 0.14;0.58±0.14;5.8e-1 ± 1.4e-1;5.8e-1±1.4e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 0.219647691,30.6 ± 0.2;30.6±0.2;3.06e1 ± 2e-1;3.06e1±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.010097186,1.168 ± 0.010;1.168±0.010;1.168e0 ± 1.0e-2;1.168e0±1.0e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 0.019694952,77.78 ± 0.02;77.78±0.02;7.778e1 ± 2e-2;7.778e1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 4.734120275 ± 0.103634716,4.73 ± 0.10;4.73±0.10;4.73e0 ± 1.0e-1;4.73e0±1.0e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 0.022617822,61.60 ± 0.02;61.60±0.02;6.160e1 ± 2e-2;6.160e1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.001657785,3.749 ± 0.002;3.749±0.002;3.749e0 ± 2e-3;3.749e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.763113946,3.7 ± 0.8;3.7±0.8;3.7e0 ± 8e-1;3.7e0±8e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 19.188898329 ± 14.341471840,19 ± 14;19±14;1.9e1 ± 1.4e1;1.9e1±1.4e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 0.319769716,77.8 ± 0.3;77.8±0.3;7.78e1 ± 3e-1;7.78e1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 10.960442154,198 ± 11;198±11;1.98e2 ± 1.1e1;1.98e2±1.1e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.000367597,0.0353 ± 0.0004;0.0353±0.0004;3.53e-2 ± 4e-4;3.53e-2±4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.228200182 ± 0.000069584,0.22820 ± 0.00007;0.22820±0.00007;2.2820e-1 ± 7e-5;2.2820e-1±7e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.056299590 ± 0.000017167,0.05630 ± 0.00002;0.05630±0.00002;5.630e-2 ± 2e-5;5.630e-2±2e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.089765368 ± 0.026494661,0.09 ± 0.03;0.09±0.03;9e-2 ± 3e-2;9e-2±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.017538654 ± 0.000182586,0.0175 ± 0.0002;0.0175±0.0002;1.75e-2 ± 2e-4;1.75e-2±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.000894725,0.1807 ± 0.0009;0.1807±0.0009;1.807e-1 ± 9e-4;1.807e-1±9e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 4.734120275 ± 0.005300588,4.734 ± 0.005;4.734±0.005;4.734e0 ± 5e-3;4.734e0±5e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.022440096,9.53 ± 0.02;9.53±0.02;9.53e0 ± 2e-2;9.53e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.000201551,0.0711 ± 0.0002;0.0711±0.0002;7.11e-2 ± 2e-4;7.11e-2±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.007187098,0.035 ± 0.007;0.035±0.007;3.5e-2 ± 7e-3;3.5e-2±7e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 24.229911852 ± 0.119957442,24.23 ± 0.12;24.23±0.12;2.423e1 ± 1.2e-1;2.423e1±1.2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.013889752 ± 0.000099717,0.01389 ± 0.00010;0.01389±0.00010;1.389e-2 ± 1.0e-4;1.389e-2±1.0e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.000006465,0.044587 ± 0.000006;0.044587±0.000006;4.4587e-2 ± 6e-6;4.4587e-2±6e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.007964996,0.364 ± 0.008;0.364±0.008;3.64e-1 ± 8e-3;3.64e-1±8e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.013889752 ± 0.000082807,0.01389 ± 0.00008;0.01389±0.00008;1.389e-2 ± 8e-5;1.389e-2±8e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.000054459,0.01100 ± 0.00005;0.01100±0.00005;1.100e-2 ± 5e-5;1.100e-2±5e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 0.031526194,315.26 ± 0.03;315.26±0.03;3.1526e2 ± 3e-2;3.1526e2±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.000243668,0.1807 ± 0.0002;0.1807±0.0002;1.807e-1 ± 2e-4;1.807e-1±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.000242708,0.0711 ± 0.0002;0.0711±0.0002;7.11e-2 ± 2e-4;7.11e-2±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 1.332557233,3.7 ± 1.3;3.7±1.3;3.7e0 ± 1.3e0;3.7e0±1.3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.000092133,0.36385 ± 0.00009;0.36385±0.00009;3.6385e-1 ± 9e-5;3.6385e-1±9e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 24.229911852 ± 18.109043706,20 ± 20;20±20;2e1 ± 2e1;2e1±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.113347151 ± 0.000060353,0.11335 ± 0.00006;0.11335±0.00006;1.1335e-1 ± 6e-5;1.1335e-1±6e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.002491091,0.288 ± 0.002;0.288±0.002;2.88e-1 ± 2e-3;2.88e-1±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.580127103 ± 0.015292833,0.58 ± 0.02;0.58±0.02;5.8e-1 ± 2e-2;5.8e-1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 0.011780084,38.633 ± 0.012;38.633±0.012;3.8633e1 ± 1.2e-2;3.8633e1±1.2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.000104974,0.04459 ± 0.00010;0.04459±0.00010;4.459e-2 ± 1.0e-4;4.459e-2±1.0e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.228200182 ± 0.015232631,0.23 ± 0.02;0.23±0.02;2.3e-1 ± 2e-2;2.3e-1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 0.562807508,502.7 ± 0.6;502.7±0.6;5.027e2 ± 6e-1;5.027e2±6e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 48.781731489 ± 17.338263033,50 ± 20;50±20;5e1 ± 2e1;5e1±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 497.420381327,800 ± 500;800±500;8e2 ± 5e2;8e2±5e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.035310319 ± 0.000930822,0.0353 ± 0.0009;0.0353±0.0009;3.53e-2 ± 9e-4;3.53e-2±9e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 0.011190059,12.035 ± 0.011;12.035±0.011;1.2035e1 ± 1.1e-2;1.2035e1±1.1e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.000140646,1.16796 ± 0.00014;1.16796±0.00014;1.16796e0 ± 1.4e-4;1.16796e0±1.4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.004782908,0.459 ± 0.005;0.459±0.005;4.59e-1 ± 5e-3;4.59e-1±5e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.459432130 ± 0.413488917,0.5 ± 0.4;0.5±0.4;5e-1 ± 4e-1;5e-1±4e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 48.781731489 ± 20.878746144,50 ± 20;50±20;5e1 ± 2e1;5e1±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.013889752 ± 0.000099717,0.01389 ± 0.00010;0.01389±0.00010;1.389e-2 ± 1.0e-4;1.389e-2±1.0e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000109641,0.02215 ± 0.00011;0.02215±0.00011;2.215e-2 ± 1.1e-4;2.215e-2±1.1e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000008132,0.022146 ± 0.000008;0.022146±0.000008;2.2146e-2 ± 8e-6;2.2146e-2±8e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 224.704757540,200 ± 200;200±200;2e2 ± 2e2;2e2±2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1012.000000000 ± 3.455080896,1012 ± 3;1012±3;1.012e3 ± 3e0;1.012e3±3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.198979197,7.5 ± 0.2;7.5±0.2;7.5e0 ± 2e-1;7.5e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 117.033409142,160 ± 120;160±120;1.6e2 ± 1.2e2;1.6e2±1.2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 0.707862066,249.7 ± 0.7;249.7±0.7;2.497e2 ± 7e-1;2.497e2±7e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.042243700,0.14 ± 0.04;0.14±0.04;1.4e-1 ± 4e-2;1.4e-1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 15.196663584 ± 0.051883105,15.20 ± 0.05;15.20±0.05;1.520e1 ± 5e-2;1.520e1±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 0.167204498,124.0 ± 0.2;124.0±0.2;1.240e2 ± 2e-1;1.240e2±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.000115422,0.07109 ± 0.00012;0.07109±0.00012;7.109e-2 ± 1.2e-4;7.109e-2±1.2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 315.261944952 ± 12.051302995,315 ± 12;315±12;3.15e2 ± 1.2e1;3.15e2±1.2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 3.105368769,39 ± 3;39±3;3.9e1 ± 3e0;3.9e1±3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000029859,0.02215 ± 0.00003;0.02215±0.00003;2.215e-2 ± 3e-5;2.215e-2±3e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.049090439,1.86 ± 0.05;1.86±0.05;1.86e0 ± 5e-2;1.86e0±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.013889752 ± 0.000120079,0.01389 ± 0.00012;0.01389±0.00012;1.389e-2 ± 1.2e-4;1.389e-2±1.2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.002004195,9.531 ± 0.002;9.531±0.002;9.531e0 ± 2e-3;9.531e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.474790480 ± 1.102234520,1.5 ± 1.1;1.5±1.1;1.5e0 ± 1.1e0;1.5e0±1.1e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000484802,0.0221 ± 0.0005;0.0221±0.0005;2.21e-2 ± 5e-4;2.21e-2±5e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.044586506 ± 0.001415360,0.0446 ± 0.0014;0.0446±0.0014;4.46e-2 ± 1.4e-3;4.46e-2±1.4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 1.494366014,634.7 ± 1.5;634.7±1.5;6.347e2 ± 1.5e0;6.347e2±1.5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 24.229911852 ± 15.038228871,20 ± 20;20±20;2e1 ± 2e1;2e1±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 0.277350168,38.6 ± 0.3;38.6±0.3;3.86e1 ± 3e-1;3.86e1±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.008861976,9.531 ± 0.009;9.531±0.009;9.531e0 ± 9e-3;9.531e0±9e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 0.003047478,12.035 ± 0.003;12.035±0.003;1.2035e1 ± 3e-3;1.2035e1±3e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.085384760,0.73 ± 0.09;0.73±0.09;7.3e-1 ± 9e-2;7.3e-1±9e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 2.984944684,198 ± 3;198±3;1.98e2 ± 3e0;1.98e2±3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 7.208210408,157 ± 7;157±7;1.57e2 ± 7e0;1.57e2±7e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 4.556694812,635 ± 5;635±5;6.35e2 ± 5e0;6.35e2±5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.049090439,1.86 ± 0.05;1.86±0.05;1.86e0 ± 5e-2;1.86e0±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.001911336,7.548 ± 0.002;7.548±0.002;7.548e0 ± 2e-3;7.548e0±2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.000516439,1.1680 ± 0.0005;1.1680±0.0005;1.1680e0 ± 5e-4;1.1680e0±5e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 5.977795859 ± 0.029594870,5.98 ± 0.03;5.98±0.03;5.98e0 ± 3e-2;5.98e0±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.044296041,0.18 ± 0.04;0.18±0.04;1.8e-1 ± 4e-2;1.8e-1±4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 0.242463075,124.0 ± 0.2;124.0±0.2;1.240e2 ± 2e-1;1.240e2±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.022146141 ± 0.000109641,0.02215 ± 0.00011;0.02215±0.00011;2.215e-2 ± 1.1e-4;2.215e-2±1.1e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.000036385,0.36385 ± 0.00004;0.36385±0.00004;3.6385e-1 ± 4e-5;3.6385e-1±4e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 0.739330408,124.0 ± 0.7;124.0±0.7;1.240e2 ± 7e-1;1.240e2±7e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 0.803351099,12.0 ± 0.8;12.0±0.8;1.20e1 ± 8e-1;1.20e1±8e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 3.552188518,12 ± 4;12±4;1.2e1 ± 4e0;1.2e1±4e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.228200182 ± 0.055932819,0.23 ± 0.06;0.23±0.06;2.3e-1 ± 6e-2;2.3e-1±6e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 102.312107570,5.0e2 ± 1.0e2;5.0e2±1.0e2;5.0e2 ± 1.0e2;5.0e2±1.0e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.113347151 ± 0.000050119,0.11335 ± 0.00005;0.11335±0.00005;1.1335e-1 ± 5e-5;1.1335e-1±5e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 0.099223681,9.53 ± 0.10;9.53±0.10;9.53e0 ± 9.9e-2;9.53e0±9.9e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.014526867,0.181 ± 0.015;0.181±0.015;1.81e-1 ± 1.5e-2;1.81e-1±1.5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 98.211555272 ± 50.618423827,9.8e1 ± 50;9.8e1±50;9.8e1 ± 5e1;9.8e1±5e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.021232233,1.17 ± 0.02;1.17±0.02;1.17e0 ± 2e-2;1.17e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 77.778720797 ± 22.956746855,80 ± 20;80±20;8e1 ± 2e1;8e1±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.004349968,0.288 ± 0.004;0.288±0.004;2.88e-1 ± 4e-3;2.88e-1±4e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 0.079515656,124.01 ± 0.08;124.01±0.08;1.2401e2 ± 8e-2;1.2401e2±8e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.000374919,3.7492 ± 0.0004;3.7492±0.0004;3.7492e0 ± 4e-4;3.7492e0±4e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 249.671952822 ± 1.488483230,249.7 ± 1.5;249.7±1.5;2.497e2 ± 1.5e0;2.497e2±1.5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 38.632731790 ± 9.469044147,39 ± 9;39±9;3.9e1 ± 9e0;3.9e1±9e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 0.280651612,634.7 ± 0.3;634.7±0.3;6.347e2 ± 3e-1;6.347e2±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.008418110,2.969 ± 0.008;2.969±0.008;2.969e0 ± 8e-3;2.969e0±8e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.363847647 ± 0.000490572,0.3638 ± 0.0005;0.3638±0.0005;3.638e-1 ± 5e-4;3.638e-1±5e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.000096228,0.18072 ± 0.00010;0.18072±0.00010;1.8072e-1 ± 9.6e-5;1.8072e-1±9.6e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.025567868,1.17 ± 0.03;1.17±0.03;1.17e0 ± 3e-2;1.17e0±3e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 61.596920974 ± 2.835438850,62 ± 3;62±3;6.2e1 ± 3e0;6.2e1±3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.180723319 ± 0.053341318,0.18 ± 0.05;0.18±0.05;1.8e-1 ± 5e-2;1.8e-1±5e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 5.985888577,157 ± 6;157±6;1.57e2 ± 6e0;1.57e2±6e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 124.012191124 ± 0.012401219,124.012 ± 0.012;124.012±0.012;1.24012e2 ± 1.2e-2;1.24012e2±1.2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 7.548190846 ± 0.239610862,7.5 ± 0.2;7.5±0.2;7.5e0 ± 2e-1;7.5e0±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.071089756 ± 0.000021677,0.07109 ± 0.00002;0.07109±0.00002;7.109e-2 ± 2e-5;7.109e-2±2e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 5.487174468,635 ± 5;635±5;6.35e2 ± 5e0;6.35e2±5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.862224851 ± 0.149688998,1.86 ± 0.15;1.86±0.15;1.86e0 ± 1.5e-1;1.86e0±1.5e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.113347151 ± 0.023070792,0.11 ± 0.02;0.11±0.02;1.1e-1 ± 2e-2;1.1e-1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.288149439 ± 0.000563377,0.2881 ± 0.0006;0.2881±0.0006;2.881e-1 ± 6e-4;2.881e-1±6e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 1.332557233,3.7 ± 1.3;3.7±1.3;3.7e0 ± 1.3e0;3.7e0±1.3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 0.322302298,502.7 ± 0.3;502.7±0.3;5.027e2 ± 3e-1;5.027e2±3e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 1.167961516 ± 0.021232233,1.17 ± 0.02;1.17±0.02;1.17e0 ± 2e-2;1.17e0±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 156.590774934 ± 140.931697440,160 ± 140;160±140;1.6e2 ± 1.4e2;1.6e2±1.4e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 197.727905394 ± 19.139234100,2.0e2 ± 20;2.0e2±20;2.0e2 ± 2e1;2.0e2±2e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000065838,0.02796 ± 0.00007;0.02796±0.00007;2.796e-2 ± 7e-5;2.796e-2±7e-5
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 30.595223253 ± 0.013528332,30.595 ± 0.014;30.595±0.014;3.0595e1 ± 1.4e-2;3.0595e1±1.4e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 12.035010042 ± 0.001203501,12.0350 ± 0.0012;12.0350±0.0012;1.20350e1 ± 1.2e-3;1.20350e1±1.2e-3
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.143123979 ± 0.016682757,0.14 ± 0.02;0.14±0.02;1.4e-1 ± 2e-2;1.4e-1±2e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 8.343521477,801 ± 8;801±8;8.01e2 ± 8e0;8.01e2±8e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 801.454220217 ± 0.244383388,801.5 ± 0.2;801.5±0.2;8.015e2 ± 2e-1;8.015e2±2e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 9.531135957 ± 3.387607147,10. ± 3;10.±3;9.5e0 ± 3e0;9.5e0±3e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 3.749190389 ± 0.633710005,3.7 ± 0.6;3.7±0.6;3.7e0 ± 6e-1;3.7e0±6e-1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 634.712319273 ± 5.487174468,635 ± 5;635±5;6.35e2 ± 5e0;6.35e2±5e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 48.781731489 ± 1.548534337,49 ± 2;49±2;4.9e1 ± 2e0;4.9e1±2e0
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.011000000 ± 0.000349186,0.0110 ± 0.0003;0.0110±0.0003;1.10e-2 ± 3e-4;1.10e-2±3e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.732529212 ± 0.000223366,0.7325 ± 0.0002;0.7325±0.0002;7.325e-1 ± 2e-4;7.325e-1±2e-4
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 2.969174367 ± 0.010137093,2.969 ± 0.010;2.969±0.010;2.969e0 ± 1.0e-2;2.969e0±1.0e-2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 398.082735412 ± 117.495948640,4.0e2 ± 120;4.0e2±120;4.0e2 ± 1.2e2;4.0e2±1.2e2
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 0.027964036 ± 0.000002796,0.027964 ± 0.000003;0.027964±0.000003;2.7964e-2 ± 3e-6;2.7964e-2±3e-6
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 15.196663584 ± 11.357740248,15 ± 11;15±11;1.5e1 ± 1.1e1;1.5e1±1.1e1
Give the following mean and standard deviation with the correct number of significant figures. Use the ± symbol: 502.660935677 ± 2.488573640,503 ± 2;503±2;5.03e2 ± 2e0;5.03e2±2e0
