question,correct_answers,question_type
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.32 M solution using a 1.000 L volumetric flask.",71.7;7.17e1;7.17E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.22 M solution using a 1.000 L volumetric flask.",70.1;7.01e1;7.01E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.14 M solution using a 1.000 L volumetric flask.",65.5;6.55e1;6.55E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0667 M solution using a 1.000 L volumetric flask.",4.22;4.22e0;4.22E0,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.680 M solution using a 1.000 L volumetric flask.",58.6;5.86e1;5.86E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.353 M solution using a 1.000 L volumetric flask.",19.2;1.92e1;1.92E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.49 M solution using a 1.000 L volumetric flask.",94.3;9.43e1;9.43E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.15 M solution using a 1.000 L volumetric flask.",72.8;7.28e1;7.28E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.28 M solution using a 1.000 L volumetric flask.",69.6;6.96e1;6.96E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.504 M solution using a 1.000 L volumetric flask.",31.9;3.19e1;3.19E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.26 M solution using a 1.000 L volumetric flask.",79.7;7.97e1;7.97E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.841 M solution using a 1.000 L volumetric flask.",53.2;5.32e1;5.32E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.355 M solution using a 1.000 L volumetric flask.",30.6;3.06e1;3.06E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0172 M solution using a 1.000 L volumetric flask.",1.48;1.48e0;1.48E0,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.64 M solution using a 1.000 L volumetric flask.",89.1;8.91e1;8.91E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.701 M solution using a 1.000 L volumetric flask.",60.2;6.02e1;6.02E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.843 M solution using a 1.000 L volumetric flask.",72.7;7.27e1;7.27E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.174 M solution using a 1.000 L volumetric flask.",15.0;1.50e1;1.50E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.77 M solution using a 1.000 L volumetric flask.",96.2;9.62e1;9.62E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.771 M solution using a 1.000 L volumetric flask.",48.8;4.88e1;4.88E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.510 M solution using a 1.000 L volumetric flask.",44.0;4.40e1;4.40E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.999 M solution using a 1.000 L volumetric flask.",86.1;8.61e1;8.61E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.17 M solution using a 1.000 L volumetric flask.",74.1;7.41e1;7.41E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.108 M solution using a 1.000 L volumetric flask.",9.31;9.31e0;9.31E0,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.671 M solution using a 1.000 L volumetric flask.",57.6;5.76e1;5.76E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.03 M solution using a 1.000 L volumetric flask.",88.4;8.84e1;8.84E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.18 M solution using a 1.000 L volumetric flask.",74.7;7.47e1;7.47E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0594 M solution using a 1.000 L volumetric flask.",3.76;3.76e0;3.76E0,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.679 M solution using a 1.000 L volumetric flask.",58.3;5.83e1;5.83E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.259 M solution using a 1.000 L volumetric flask.",14.9;1.49e1;1.49E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.07 M solution using a 1.000 L volumetric flask.",92.2;9.22e1;9.22E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.313 M solution using a 1.000 L volumetric flask.",18.0;1.80e1;1.80E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.561 M solution using a 1.000 L volumetric flask.",32.2;3.22e1;3.22E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.372 M solution using a 1.000 L volumetric flask.",20.2;2.02e1;2.02E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.695 M solution using a 1.000 L volumetric flask.",59.7;5.97e1;5.97E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0173 M solution using a 1.000 L volumetric flask.",1.48;1.48e0;1.48E0,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.08 M solution using a 1.000 L volumetric flask.",62.1;6.21e1;6.21E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.390 M solution using a 1.000 L volumetric flask.",33.6;3.36e1;3.36E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.43 M solution using a 1.000 L volumetric flask.",82.2;8.22e1;8.22E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.03 M solution using a 1.000 L volumetric flask.",56.0;5.60e1;5.60E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.487 M solution using a 1.000 L volumetric flask.",30.8;3.08e1;3.08E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.39 M solution using a 1.000 L volumetric flask.",75.5;7.55e1;7.55E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.607 M solution using a 1.000 L volumetric flask.",38.4;3.84e1;3.84E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.500 M solution using a 1.000 L volumetric flask.",28.7;2.87e1;2.87E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0493 M solution using a 1.000 L volumetric flask.",4.23;4.23e0;4.23E0,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.55 M solution using a 1.000 L volumetric flask.",89.1;8.91e1;8.91E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.10 M solution using a 1.000 L volumetric flask.",94.4;9.44e1;9.44E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.166 M solution using a 1.000 L volumetric flask.",10.5;1.05e1;1.05E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.359 M solution using a 1.000 L volumetric flask.",30.8;3.08e1;3.08E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.366 M solution using a 1.000 L volumetric flask.",21.0;2.10e1;2.10E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.489 M solution using a 1.000 L volumetric flask.",42.0;4.20e1;4.20E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.00 M solution using a 1.000 L volumetric flask.",54.3;5.43e1;5.43E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.15 M solution using a 1.000 L volumetric flask.",72.8;7.28e1;7.28E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.231 M solution using a 1.000 L volumetric flask.",12.6;1.26e1;1.26E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.13 M solution using a 1.000 L volumetric flask.",97.0;9.70e1;9.70E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.644 M solution using a 1.000 L volumetric flask.",37.0;3.70e1;3.70E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.09 M solution using a 1.000 L volumetric flask.",93.6;9.36e1;9.36E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.837 M solution using a 1.000 L volumetric flask.",45.5;4.55e1;4.55E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.59 M solution using a 1.000 L volumetric flask.",86.4;8.64e1;8.64E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.642 M solution using a 1.000 L volumetric flask.",55.1;5.51e1;5.51E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.574 M solution using a 1.000 L volumetric flask.",31.2;3.12e1;3.12E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.12 M solution using a 1.000 L volumetric flask.",96.6;9.66e1;9.66E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.454 M solution using a 1.000 L volumetric flask.",39.0;3.90e1;3.90E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.394 M solution using a 1.000 L volumetric flask.",24.9;2.49e1;2.49E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0604 M solution using a 1.000 L volumetric flask.",5.21;5.21e0;5.21E0,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.08 M solution using a 1.000 L volumetric flask.",92.7;9.27e1;9.27E1,short_answer
