question,correct_answers,question_type
0.28 ± 0.07 + 2.3 ± 0.6 = ?<br>Use the ± symbol in your answer.,2.6 ± 0.6;2.6±0.6;2.6e0 ± 6e-1;2.6e0±6e-1,short_answer
100. ± 8 × 40 ± 20 = ?<br>Use the ± symbol in your answer.,4000 ± 2000;4000±2000;4e3 ± 2e3;4e3±2e3,short_answer
0.090 ± 0.012 ÷ 0.012 ± 0.005 = ?<br>Use the ± symbol in your answer.,8 ± 3;8±3;8e0 ± 3e0;8e0±3e0,short_answer
1.6e3 ± 5e2 × 1.0e3 ± 200 = ?<br>Use the ± symbol in your answer.,1.6e6 ± 600000;1.6e6±600000;1.6e6 ± 6e5;1.6e6±6e5,short_answer
0.18 ± 0.02 + 0.23 ± 0.04 = ?<br>Use the ± symbol in your answer.,0.41 ± 0.04;0.41±0.04;4.1e-1 ± 4e-2;4.1e-1±4e-2,short_answer
0.09 ± 0.02 - 0.31 ± 0.08 = ?<br>Use the ± symbol in your answer.,-0.22 ± 0.08;-0.22±0.08;-2.2e-1 ± 8e-2;-2.2e-1±8e-2,short_answer
10. ± 2 - 7 ± 3 = ?<br>Use the ± symbol in your answer.,3 ± 4;3±4;3e0 ± 4e0;3e0±4e0,short_answer
0.36 ± 0.05 - 2.7 ± 0.3 = ?<br>Use the ± symbol in your answer.,-2.3 ± 0.3;-2.3±0.3;-2.3e0 ± 3e-1;-2.3e0±3e-1,short_answer
3.1 ± 0.5 - 4.6 ± 1.2 = ?<br>Use the ± symbol in your answer.,-1.5 ± 1.3;-1.5±1.3;-1.5e0 ± 1.3e0;-1.5e0±1.3e0,short_answer
3.1e3 ± 1.2e3 - 1.4e4 ± 6e3 = ?<br>Use the ± symbol in your answer.,-11000 ± 6000;-11000±6000;-1.1e4 ± 6e3;-1.1e4±6e3,short_answer
0.035 ± 0.014 × 0.056 ± 0.006 = ?<br>Use the ± symbol in your answer.,0.0020 ± 0.0008;0.0020±0.0008;2.0e-3 ± 8e-4;2.0e-3±8e-4,short_answer
1.8 ± 0.6 + 0.21 ± 0.05 = ?<br>Use the ± symbol in your answer.,2.0 ± 0.6;2.0±0.6;2.0e0 ± 6e-1;2.0e0±6e-1,short_answer
0.13 ± 0.05 + 0.018 ± 0.009 = ?<br>Use the ± symbol in your answer.,0.15 ± 0.05;0.15±0.05;1.5e-1 ± 5e-2;1.5e-1±5e-2,short_answer
0.030 ± 0.014 - 0.15 ± 0.04 = ?<br>Use the ± symbol in your answer.,-0.12 ± 0.04;-0.12±0.04;-1.2e-1 ± 4e-2;-1.2e-1±4e-2,short_answer
80 ± 30 × 20. ± 4 = ?<br>Use the ± symbol in your answer.,1600 ± 700;1600±700;1.6e3 ± 7e2;1.6e3±7e2,short_answer
0.26 ± 0.11 + 0.3 ± 0.2 = ?<br>Use the ± symbol in your answer.,0.6 ± 0.2;0.6±0.2;6e-1 ± 2e-1;6e-1±2e-1,short_answer
1.18 ± 0.07 ÷ 0.9 ± 0.2 = ?<br>Use the ± symbol in your answer.,1.3 ± 0.3;1.3±0.3;1.3e0 ± 3e-1;1.3e0±3e-1,short_answer
2.8e3 ± 6e2 + 2.9e3 ± 3e2 = ?<br>Use the ± symbol in your answer.,5700 ± 700;5700±700;5.7e3 ± 7e2;5.7e3±7e2,short_answer
1.1 ± 0.3 × 1.1 ± 0.5 = ?<br>Use the ± symbol in your answer.,1.2 ± 0.6;1.2±0.6;1.2e0 ± 6e-1;1.2e0±6e-1,short_answer
0.27 ± 0.06 + 0.11 ± 0.05 = ?<br>Use the ± symbol in your answer.,0.38 ± 0.08;0.38±0.08;3.8e-1 ± 8e-2;3.8e-1±8e-2,short_answer
0.18 ± 0.08 × 0.06 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.011 ± 0.006;0.011±0.006;1.1e-2 ± 6e-3;1.1e-2±6e-3,short_answer
370 ± 50 ÷ 230 ± 90 = ?<br>Use the ± symbol in your answer.,1.6 ± 0.7;1.6±0.7;1.6e0 ± 7e-1;1.6e0±7e-1,short_answer
3.3 ± 1.3 - 0.50 ± 0.07 = ?<br>Use the ± symbol in your answer.,2.8 ± 1.3;2.8±1.3;2.8e0 ± 1.3e0;2.8e0±1.3e0,short_answer
0.72 ± 0.02 + 0.9 ± 0.4 = ?<br>Use the ± symbol in your answer.,1.6 ± 0.4;1.6±0.4;1.6e0 ± 4e-1;1.6e0±4e-1,short_answer
160 ± 50 + 260 ± 1.0e2 = ?<br>Use the ± symbol in your answer.,420 ± 110;420±110;4.2e2 ± 1.1e2;4.2e2±1.1e2,short_answer
700 ± 300 ÷ 4.6e3 ± 2e2 = ?<br>Use the ± symbol in your answer.,0.15 ± 0.07;0.15±0.07;1.5e-1 ± 7e-2;1.5e-1±7e-2,short_answer
230 ± 50 × 80 ± 30 = ?<br>Use the ± symbol in your answer.,18000 ± 8000;18000±8000;1.8e4 ± 8e3;1.8e4±8e3,short_answer
12 ± 4 - 6 ± 2 = ?<br>Use the ± symbol in your answer.,6 ± 4;6±4;6e0 ± 4e0;6e0±4e0,short_answer
0.022 ± 0.004 ÷ 0.0055 ± 0.0008 = ?<br>Use the ± symbol in your answer.,4.0 ± 0.9;4.0±0.9;4.0e0 ± 9e-1;4.0e0±9e-1,short_answer
420 ± 80 ÷ 140 ± 50 = ?<br>Use the ± symbol in your answer.,3.0 ± 1.2;3.0±1.2;3.0e0 ± 1.2e0;3.0e0±1.2e0,short_answer
68 ± 8 - 80 ± 20 = ?<br>Use the ± symbol in your answer.,-10 ± 20;-10±20;-1e1 ± 2e1;-1e1±2e1,short_answer
30 ± 20 ÷ 210 ± 50 = ?<br>Use the ± symbol in your answer.,0.14 ± 0.10;0.14±0.10;1.4e-1 ± 1.0e-1;1.4e-1±1.0e-1,short_answer
6 ± 2 - 3.0 ± 1.0 = ?<br>Use the ± symbol in your answer.,3 ± 2;3±2;3e0 ± 2e0;3e0±2e0,short_answer
700 ± 200 × 4.0e2 ± 70 = ?<br>Use the ± symbol in your answer.,280000 ± 90000;280000±90000;2.8e5 ± 9e4;2.8e5±9e4,short_answer
0.48 ± 0.11 × 0.18 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.09 ± 0.02;0.09±0.02;9e-2 ± 2e-2;9e-2±2e-2,short_answer
0.035 ± 0.012 ÷ 0.04 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.9 ± 0.5;0.9±0.5;9e-1 ± 5e-1;9e-1±5e-1,short_answer
10.8 ± 0.7 × 6 ± 2 = ?<br>Use the ± symbol in your answer.,60 ± 20;60±20;6e1 ± 2e1;6e1±2e1,short_answer
0.04 ± 0.02 × 0.005 ± 0.002 = ?<br>Use the ± symbol in your answer.,0.00020 ± 0.00013;0.00020±0.00013;2.0e-4 ± 1.3e-4;2.0e-4±1.3e-4,short_answer
0.05 ± 0.03 × 0.46 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.023 ± 0.014;0.023±0.014;2.3e-2 ± 1.4e-2;2.3e-2±1.4e-2,short_answer
3.7 ± 0.4 ÷ 18.5 ± 1.3 = ?<br>Use the ± symbol in your answer.,0.20 ± 0.03;0.20±0.03;2.0e-1 ± 3e-2;2.0e-1±3e-2,short_answer
0.95 ± 0.04 × 0.11 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.10 ± 0.02;0.10±0.02;1.0e-1 ± 2e-2;1.0e-1±2e-2,short_answer
540 ± 140 + 140 ± 50 = ?<br>Use the ± symbol in your answer.,680 ± 150;680±150;6.8e2 ± 1.5e2;6.8e2±1.5e2,short_answer
130 ± 30 + 190 ± 40 = ?<br>Use the ± symbol in your answer.,320 ± 50;320±50;3.2e2 ± 5e1;3.2e2±5e1,short_answer
6 ± 2 - 10. ± 3 = ?<br>Use the ± symbol in your answer.,-4 ± 4;-4±4;-4e0 ± 4e0;-4e0±4e0,short_answer
1.7e3 ± 2e2 × 2.47e3 ± 7e1 = ?<br>Use the ± symbol in your answer.,4.2e6 ± 500000;4.2e6±500000;4.2e6 ± 5e5;4.2e6±5e5,short_answer
1.6 ± 0.2 ÷ 2.9 ± 1.1 = ?<br>Use the ± symbol in your answer.,0.6 ± 0.2;0.6±0.2;6e-1 ± 2e-1;6e-1±2e-1,short_answer
0.113 ± 0.012 + 0.472 ± 0.007 = ?<br>Use the ± symbol in your answer.,0.585 ± 0.014;0.585±0.014;5.85e-1 ± 1.4e-2;5.85e-1±1.4e-2,short_answer
70 ± 20 × 36 ± 5 = ?<br>Use the ± symbol in your answer.,2500 ± 800;2500±800;2.5e3 ± 8e2;2.5e3±8e2,short_answer
0.6 ± 0.3 ÷ 0.06 ± 0.02 = ?<br>Use the ± symbol in your answer.,10. ± 6;10.±6;1.0e1 ± 6e0;1.0e1±6e0,short_answer
3.17 ± 0.09 - 1.0 ± 0.2 = ?<br>Use the ± symbol in your answer.,2.2 ± 0.2;2.2±0.2;2.2e0 ± 2e-1;2.2e0±2e-1,short_answer
0.010 ± 0.004 ÷ 0.006 ± 0.002 = ?<br>Use the ± symbol in your answer.,1.7 ± 0.9;1.7±0.9;1.7e0 ± 9e-1;1.7e0±9e-1,short_answer
6 ± 2 ÷ 3.0 ± 0.5 = ?<br>Use the ± symbol in your answer.,2.0 ± 0.7;2.0±0.7;2.0e0 ± 7e-1;2.0e0±7e-1,short_answer
0.014 ± 0.005 - 0.027 ± 0.005 = ?<br>Use the ± symbol in your answer.,-0.013 ± 0.007;-0.013±0.007;-1.3e-2 ± 7e-3;-1.3e-2±7e-3,short_answer
0.10 ± 0.05 ÷ 0.25 ± 0.06 = ?<br>Use the ± symbol in your answer.,0.4 ± 0.2;0.4±0.2;4e-1 ± 2e-1;4e-1±2e-1,short_answer
0.07 ± 0.03 × 0.024 ± 0.006 = ?<br>Use the ± symbol in your answer.,0.0017 ± 0.0008;0.0017±0.0008;1.7e-3 ± 8e-4;1.7e-3±8e-4,short_answer
7 ± 3 - 10. ± 4 = ?<br>Use the ± symbol in your answer.,-3 ± 5;-3±5;-3e0 ± 5e0;-3e0±5e0,short_answer
225 ± 5 + 58 ± 5 = ?<br>Use the ± symbol in your answer.,283 ± 7;283±7;2.83e2 ± 7e0;2.83e2±7e0,short_answer
38.3 ± 0.9 + 21 ± 3 = ?<br>Use the ± symbol in your answer.,59 ± 3;59±3;5.9e1 ± 3e0;5.9e1±3e0,short_answer
50 ± 20 × 10.6 ± 0.2 = ?<br>Use the ± symbol in your answer.,500 ± 200;500±200;5e2 ± 2e2;5e2±2e2,short_answer
0.9 ± 0.3 + 0.90 ± 0.07 = ?<br>Use the ± symbol in your answer.,1.8 ± 0.3;1.8±0.3;1.8e0 ± 3e-1;1.8e0±3e-1,short_answer
1.1e3 ± 3e2 - 4.0e2 ± 90 = ?<br>Use the ± symbol in your answer.,700 ± 300;700±300;7e2 ± 3e2;7e2±3e2,short_answer
320 ± 60 + 160 ± 40 = ?<br>Use the ± symbol in your answer.,480 ± 70;480±70;4.8e2 ± 7e1;4.8e2±7e1,short_answer
0.05 ± 0.02 ÷ 0.18 ± 0.04 = ?<br>Use the ± symbol in your answer.,0.28 ± 0.13;0.28±0.13;2.8e-1 ± 1.3e-1;2.8e-1±1.3e-1,short_answer
6e3 ± 2e3 × 5e3 ± 2e3 = ?<br>Use the ± symbol in your answer.,3e7 ± 2e7;3e7±2e7;3e7 ± 2e7;3e7±2e7,short_answer
170 ± 40 × 130 ± 30 = ?<br>Use the ± symbol in your answer.,22000 ± 7000;22000±7000;2.2e4 ± 7e3;2.2e4±7e3,short_answer
0.064 ± 0.002 + 0.25 ± 0.06 = ?<br>Use the ± symbol in your answer.,0.31 ± 0.06;0.31±0.06;3.1e-1 ± 6e-2;3.1e-1±6e-2,short_answer
0.09 ± 0.03 ÷ 0.038 ± 0.007 = ?<br>Use the ± symbol in your answer.,2.4 ± 0.9;2.4±0.9;2.4e0 ± 9e-1;2.4e0±9e-1,short_answer
20. ± 7 ÷ 2.1 ± 0.8 = ?<br>Use the ± symbol in your answer.,10. ± 5;10.±5;1.0e1 ± 5e0;1.0e1±5e0,short_answer
0.16 ± 0.02 + 1.4 ± 0.4 = ?<br>Use the ± symbol in your answer.,1.6 ± 0.4;1.6±0.4;1.6e0 ± 4e-1;1.6e0±4e-1,short_answer
110 ± 40 + 60. ± 11 = ?<br>Use the ± symbol in your answer.,170 ± 40;170±40;1.7e2 ± 4e1;1.7e2±4e1,short_answer
0.06 ± 0.02 - 0.28 ± 0.03 = ?<br>Use the ± symbol in your answer.,-0.22 ± 0.04;-0.22±0.04;-2.2e-1 ± 4e-2;-2.2e-1±4e-2,short_answer
0.10 ± 0.05 × 0.013 ± 0.005 = ?<br>Use the ± symbol in your answer.,0.0013 ± 0.0008;0.0013±0.0008;1.3e-3 ± 8e-4;1.3e-3±8e-4,short_answer
9e3 ± 2e3 - 1.0e3 ± 400 = ?<br>Use the ± symbol in your answer.,8000 ± 2000;8000±2000;8e3 ± 2e3;8e3±2e3,short_answer
0.022 ± 0.011 - 0.160 ± 0.005 = ?<br>Use the ± symbol in your answer.,-0.138 ± 0.012;-0.138±0.012;-1.38e-1 ± 1.2e-2;-1.38e-1±1.2e-2,short_answer
5 ± 2 × 0.56 ± 0.04 = ?<br>Use the ± symbol in your answer.,2.8 ± 1.1;2.8±1.1;2.8e0 ± 1.1e0;2.8e0±1.1e0,short_answer
1.66e3 ± 2e1 × 6.5e3 ± 5e2 = ?<br>Use the ± symbol in your answer.,1.08e7 ± 800000;1.08e7±800000;1.08e7 ± 8e5;1.08e7±8e5,short_answer
500 ± 200 + 90 ± 20 = ?<br>Use the ± symbol in your answer.,600 ± 200;600±200;6e2 ± 2e2;6e2±2e2,short_answer
0.25 ± 0.09 - 0.32 ± 0.14 = ?<br>Use the ± symbol in your answer.,-0.1 ± 0.2;-0.1±0.2;-1e-1 ± 2e-1;-1e-1±2e-1,short_answer
1.8 ± 0.2 - 0.41 ± 0.04 = ?<br>Use the ± symbol in your answer.,1.4 ± 0.2;1.4±0.2;1.4e0 ± 2e-1;1.4e0±2e-1,short_answer
0.70 ± 0.08 × 3.2 ± 1.1 = ?<br>Use the ± symbol in your answer.,2.2 ± 0.8;2.2±0.8;2.2e0 ± 8e-1;2.2e0±8e-1,short_answer
2.3e3 ± 2e2 × 1.3e4 ± 4e3 = ?<br>Use the ± symbol in your answer.,3.0e7 ± 1.0e7;3.0e7±1.0e7;3.0e7 ± 1.0e7;3.0e7±1.0e7,short_answer
110 ± 40 × 50 ± 20 = ?<br>Use the ± symbol in your answer.,6000 ± 3000;6000±3000;6e3 ± 3e3;6e3±3e3,short_answer
0.023 ± 0.008 ÷ 0.021 ± 0.011 = ?<br>Use the ± symbol in your answer.,1.1 ± 0.7;1.1±0.7;1.1e0 ± 7e-1;1.1e0±7e-1,short_answer
68 ± 8 ÷ 350 ± 140 = ?<br>Use the ± symbol in your answer.,0.19 ± 0.08;0.19±0.08;1.9e-1 ± 8e-2;1.9e-1±8e-2,short_answer
7 ± 3 + 27 ± 13 = ?<br>Use the ± symbol in your answer.,34 ± 13;34±13;3.4e1 ± 1.3e1;3.4e1±1.3e1,short_answer
170 ± 30 ÷ 600 ± 300 = ?<br>Use the ± symbol in your answer.,0.3 ± 0.2;0.3±0.2;3e-1 ± 2e-1;3e-1±2e-1,short_answer
70 ± 30 ÷ 11 ± 4 = ?<br>Use the ± symbol in your answer.,6 ± 4;6±4;6e0 ± 4e0;6e0±4e0,short_answer
0.026 ± 0.004 × 0.24 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.0062 ± 0.0011;0.0062±0.0011;6.2e-3 ± 1.1e-3;6.2e-3±1.1e-3,short_answer
18 ± 6 - 130 ± 20 = ?<br>Use the ± symbol in your answer.,-110 ± 20;-110±20;-1.1e2 ± 2e1;-1.1e2±2e1,short_answer
0.201 ± 0.012 × 0.18 ± 0.08 = ?<br>Use the ± symbol in your answer.,0.04 ± 0.02;0.04±0.02;4e-2 ± 2e-2;4e-2±2e-2,short_answer
500 ± 200 + 1.7e3 ± 6e2 = ?<br>Use the ± symbol in your answer.,2200 ± 600;2200±600;2.2e3 ± 6e2;2.2e3±6e2,short_answer
0.14 ± 0.03 + 0.7 ± 0.3 = ?<br>Use the ± symbol in your answer.,0.8 ± 0.3;0.8±0.3;8e-1 ± 3e-1;8e-1±3e-1,short_answer
2.4 ± 1.1 ÷ 0.42 ± 0.06 = ?<br>Use the ± symbol in your answer.,6 ± 3;6±3;6e0 ± 3e0;6e0±3e0,short_answer
1.1e3 ± 4e2 + 3.4e3 ± 7e2 = ?<br>Use the ± symbol in your answer.,4500 ± 800;4500±800;4.5e3 ± 8e2;4.5e3±8e2,short_answer
38 ± 9 + 18 ± 9 = ?<br>Use the ± symbol in your answer.,56 ± 13;56±13;5.6e1 ± 1.3e1;5.6e1±1.3e1,short_answer
140 ± 40 - 40 ± 20 = ?<br>Use the ± symbol in your answer.,1.0e2 ± 40;1.0e2±40;1.0e2 ± 4e1;1.0e2±4e1,short_answer
2.7e3 ± 7e2 + 1.1e4 ± 2e3 = ?<br>Use the ± symbol in your answer.,14000 ± 2000;14000±2000;1.4e4 ± 2e3;1.4e4±2e3,short_answer
4.8e3 ± 8e2 + 1.0e4 ± 4e3 = ?<br>Use the ± symbol in your answer.,15000 ± 4000;15000±4000;1.5e4 ± 4e3;1.5e4±4e3,short_answer
2.6e3 ± 1.0e3 + 8e3 ± 2e3 = ?<br>Use the ± symbol in your answer.,11000 ± 2000;11000±2000;1.1e4 ± 2e3;1.1e4±2e3,short_answer
4e3 ± 2e3 × 2.1e3 ± 5e2 = ?<br>Use the ± symbol in your answer.,8e6 ± 5e6;8e6±5e6;8e6 ± 5e6;8e6±5e6,short_answer
0.013 ± 0.005 - 0.055 ± 0.005 = ?<br>Use the ± symbol in your answer.,-0.042 ± 0.007;-0.042±0.007;-4.2e-2 ± 7e-3;-4.2e-2±7e-3,short_answer
0.4 ± 0.2 × 0.18 ± 0.03 = ?<br>Use the ± symbol in your answer.,0.07 ± 0.04;0.07±0.04;7e-2 ± 4e-2;7e-2±4e-2,short_answer
0.022 ± 0.007 × 0.0038 ± 0.0012 = ?<br>Use the ± symbol in your answer.,0.00008 ± 0.00004;0.00008±0.00004;8e-5 ± 4e-5;8e-5±4e-5,short_answer
11 ± 4 + 20. ± 3 = ?<br>Use the ± symbol in your answer.,31 ± 5;31±5;3.1e1 ± 5e0;3.1e1±5e0,short_answer
0.09 ± 0.04 - 0.026 ± 0.004 = ?<br>Use the ± symbol in your answer.,0.06 ± 0.04;0.06±0.04;6e-2 ± 4e-2;6e-2±4e-2,short_answer
1.9e3 ± 4e2 - 834 ± 14 = ?<br>Use the ± symbol in your answer.,1100 ± 400;1100±400;1.1e3 ± 4e2;1.1e3±4e2,short_answer
0.023 ± 0.003 ÷ 0.0041 ± 0.0007 = ?<br>Use the ± symbol in your answer.,5.6 ± 1.2;5.6±1.2;5.6e0 ± 1.2e0;5.6e0±1.2e0,short_answer
10. ± 4 ÷ 21 ± 6 = ?<br>Use the ± symbol in your answer.,0.5 ± 0.2;0.5±0.2;5e-1 ± 2e-1;5e-1±2e-1,short_answer
2.8 ± 1.2 - 2.3 ± 1.0 = ?<br>Use the ± symbol in your answer.,1 ± 2;1±2;1e0 ± 2e0;1e0±2e0,short_answer
0.34 ± 0.04 ÷ 0.035 ± 0.012 = ?<br>Use the ± symbol in your answer.,10. ± 4;10.±4;1.0e1 ± 4e0;1.0e1±4e0,short_answer
1.2e3 ± 6e2 ÷ 460 ± 50 = ?<br>Use the ± symbol in your answer.,2.6 ± 1.3;2.6±1.3;2.6e0 ± 1.3e0;2.6e0±1.3e0,short_answer
1.37e3 ± 2e1 - 7e3 ± 3e3 = ?<br>Use the ± symbol in your answer.,-6000 ± 3000;-6000±3000;-6e3 ± 3e3;-6e3±3e3,short_answer
110 ± 20 × 50 ± 20 = ?<br>Use the ± symbol in your answer.,6000 ± 2000;6000±2000;6e3 ± 2e3;6e3±2e3,short_answer
540 ± 70 - 570 ± 130 = ?<br>Use the ± symbol in your answer.,-30 ± 150;-30±150;-3e1 ± 1.5e2;-3e1±1.5e2,short_answer
0.6 ± 0.2 ÷ 1.20 ± 0.06 = ?<br>Use the ± symbol in your answer.,0.5 ± 0.2;0.5±0.2;5e-1 ± 2e-1;5e-1±2e-1,short_answer
2.0e3 ± 6e2 - 700 ± 200 = ?<br>Use the ± symbol in your answer.,1300 ± 600;1300±600;1.3e3 ± 6e2;1.3e3±6e2,short_answer
0.085 ± 0.004 × 0.15 ± 0.02 = ?<br>Use the ± symbol in your answer.,0.013 ± 0.002;0.013±0.002;1.3e-2 ± 2e-3;1.3e-2±2e-3,short_answer
400 ± 200 ÷ 1.74e3 ± 4e1 = ?<br>Use the ± symbol in your answer.,0.23 ± 0.12;0.23±0.12;2.3e-1 ± 1.2e-1;2.3e-1±1.2e-1,short_answer
0.13 ± 0.06 - 0.29 ± 0.08 = ?<br>Use the ± symbol in your answer.,-0.16 ± 0.10;-0.16±0.10;-1.6e-1 ± 1.0e-1;-1.6e-1±1.0e-1,short_answer
96 ± 13 - 500 ± 200 = ?<br>Use the ± symbol in your answer.,-400 ± 200;-400±200;-4e2 ± 2e2;-4e2±2e2,short_answer
0.017 ± 0.007 ÷ 0.037 ± 0.003 = ?<br>Use the ± symbol in your answer.,0.5 ± 0.2;0.5±0.2;5e-1 ± 2e-1;5e-1±2e-1,short_answer
2.7 ± 0.3 - 6.1 ± 1.0 = ?<br>Use the ± symbol in your answer.,-3.4 ± 1.0;-3.4±1.0;-3.4e0 ± 1.0e0;-3.4e0±1.0e0,short_answer
470 ± 1.0e2 ÷ 310 ± 50 = ?<br>Use the ± symbol in your answer.,1.5 ± 0.4;1.5±0.4;1.5e0 ± 4e-1;1.5e0±4e-1,short_answer
0.20 ± 0.03 × 0.117 ± 0.005 = ?<br>Use the ± symbol in your answer.,0.023 ± 0.004;0.023±0.004;2.3e-2 ± 4e-3;2.3e-2±4e-3,short_answer
33 ± 2 × 320 ± 40 = ?<br>Use the ± symbol in your answer.,10600 ± 1500;10600±1500;1.06e4 ± 1.5e3;1.06e4±1.5e3,short_answer
13 ± 4 - 10. ± 4 = ?<br>Use the ± symbol in your answer.,3 ± 6;3±6;3e0 ± 6e0;3e0±6e0,short_answer
0.06 ± 0.02 ÷ 0.22 ± 0.03 = ?<br>Use the ± symbol in your answer.,0.27 ± 0.10;0.27±0.10;2.7e-1 ± 1.0e-1;2.7e-1±1.0e-1,short_answer
220 ± 40 + 180 ± 60 = ?<br>Use the ± symbol in your answer.,4.0e2 ± 70;4.0e2±70;4.0e2 ± 7e1;4.0e2±7e1,short_answer
17.2 ± 0.3 - 29.7 ± 1.0 = ?<br>Use the ± symbol in your answer.,-12.5 ± 1.0;-12.5±1.0;-1.25e1 ± 1.0e0;-1.25e1±1.0e0,short_answer
310 ± 90 × 870 ± 90 = ?<br>Use the ± symbol in your answer.,270000 ± 80000;270000±80000;2.7e5 ± 8e4;2.7e5±8e4,short_answer
83 ± 14 + 14 ± 5 = ?<br>Use the ± symbol in your answer.,97 ± 15;97±15;9.7e1 ± 1.5e1;9.7e1±1.5e1,short_answer
2.0e3 ± 2e2 × 4.8e3 ± 1.2e3 = ?<br>Use the ± symbol in your answer.,1.0e7 ± 3e6;1.0e7±3e6;1.0e7 ± 3e6;1.0e7±3e6,short_answer
270 ± 120 × 28 ± 10. = ?<br>Use the ± symbol in your answer.,8000 ± 4000;8000±4000;8e3 ± 4e3;8e3±4e3,short_answer
3.9 ± 0.2 × 1.9 ± 0.5 = ?<br>Use the ± symbol in your answer.,7 ± 2;7±2;7e0 ± 2e0;7e0±2e0,short_answer
0.63 ± 0.11 - 0.117 ± 0.008 = ?<br>Use the ± symbol in your answer.,0.51 ± 0.11;0.51±0.11;5.1e-1 ± 1.1e-1;5.1e-1±1.1e-1,short_answer
500 ± 200 ÷ 1.9e3 ± 9e2 = ?<br>Use the ± symbol in your answer.,0.3 ± 0.2;0.3±0.2;3e-1 ± 2e-1;3e-1±2e-1,short_answer
0.091 ± 0.011 ÷ 0.040 ± 0.012 = ?<br>Use the ± symbol in your answer.,2.3 ± 0.7;2.3±0.7;2.3e0 ± 7e-1;2.3e0±7e-1,short_answer
350. ± 9 × 41 ± 11 = ?<br>Use the ± symbol in your answer.,14000 ± 4000;14000±4000;1.4e4 ± 4e3;1.4e4±4e3,short_answer
5 ± 2 × 15.6 ± 1.0 = ?<br>Use the ± symbol in your answer.,80 ± 30;80±30;8e1 ± 3e1;8e1±3e1,short_answer
12 ± 5 + 2.7 ± 0.4 = ?<br>Use the ± symbol in your answer.,15 ± 5;15±5;1.5e1 ± 5e0;1.5e1±5e0,short_answer
2.5 ± 0.6 + 0.6 ± 0.3 = ?<br>Use the ± symbol in your answer.,3.1 ± 0.7;3.1±0.7;3.1e0 ± 7e-1;3.1e0±7e-1,short_answer
0.037 ± 0.003 + 0.033 ± 0.010 = ?<br>Use the ± symbol in your answer.,0.070 ± 0.010;0.070±0.010;7.0e-2 ± 1.0e-2;7.0e-2±1.0e-2,short_answer
0.019 ± 0.004 × 0.0086 ± 0.0002 = ?<br>Use the ± symbol in your answer.,0.00016 ± 0.00003;0.00016±0.00003;1.6e-4 ± 3e-5;1.6e-4±3e-5,short_answer
250 ± 120 × 189 ± 6 = ?<br>Use the ± symbol in your answer.,50000 ± 20000;50000±20000;5e4 ± 2e4;5e4±2e4,short_answer
1.0e2 ± 40 ÷ 1.0e2 ± 30 = ?<br>Use the ± symbol in your answer.,1.0 ± 0.5;1.0±0.5;1.0e0 ± 5e-1;1.0e0±5e-1,short_answer
35 ± 6 × 45 ± 13 = ?<br>Use the ± symbol in your answer.,1600 ± 500;1600±500;1.6e3 ± 5e2;1.6e3±5e2,short_answer
0.08 ± 0.02 + 0.6 ± 0.2 = ?<br>Use the ± symbol in your answer.,0.7 ± 0.2;0.7±0.2;7e-1 ± 2e-1;7e-1±2e-1,short_answer
33 ± 6 - 210 ± 90 = ?<br>Use the ± symbol in your answer.,-180 ± 90;-180±90;-1.8e2 ± 9e1;-1.8e2±9e1,short_answer
2.50e3 ± 1.0e2 × 1.35e4 ± 5e2 = ?<br>Use the ± symbol in your answer.,3.4e7 ± 2e6;3.4e7±2e6;3.4e7 ± 2e6;3.4e7±2e6,short_answer
6.3e3 ± 1.3e3 × 600 ± 200 = ?<br>Use the ± symbol in your answer.,3.8e6 ± 1.5e6;3.8e6±1.5e6;3.8e6 ± 1.5e6;3.8e6±1.5e6,short_answer
0.49 ± 0.05 + 3.9 ± 0.3 = ?<br>Use the ± symbol in your answer.,4.4 ± 0.3;4.4±0.3;4.4e0 ± 3e-1;4.4e0±3e-1,short_answer
9.7 ± 1.4 - 1.3 ± 0.3 = ?<br>Use the ± symbol in your answer.,8.4 ± 1.4;8.4±1.4;8.4e0 ± 1.4e0;8.4e0±1.4e0,short_answer
500 ± 200 × 389 ± 12 = ?<br>Use the ± symbol in your answer.,190000 ± 80000;190000±80000;1.9e5 ± 8e4;1.9e5±8e4,short_answer
4.2 ± 0.8 + 12 ± 6 = ?<br>Use the ± symbol in your answer.,16 ± 6;16±6;1.6e1 ± 6e0;1.6e1±6e0,short_answer
2.9 ± 0.6 + 1.0 ± 0.5 = ?<br>Use the ± symbol in your answer.,3.9 ± 0.8;3.9±0.8;3.9e0 ± 8e-1;3.9e0±8e-1,short_answer
240 ± 60 + 50 ± 20 = ?<br>Use the ± symbol in your answer.,290 ± 60;290±60;2.9e2 ± 6e1;2.9e2±6e1,short_answer
180 ± 60 - 39 ± 6 = ?<br>Use the ± symbol in your answer.,140 ± 60;140±60;1.4e2 ± 6e1;1.4e2±6e1,short_answer
