question,correct_answers,question_type
"Calculate the pH of a 0.008 M solution of ammonia, <mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D?scale=1.5"" alt=""LaTeX: NH_{3}"" data-equation-content=""NH_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.245"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.245?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.245"" data-equation-content=""p_{Ka1}=9.245"" data-ignore-a11y-check=""""></mattext>",10.56;1.056e1;1.056E1;10.6;1.06e1;1.06E1;10.564;1.0564e1;1.0564E1,short_answer
"Calculate the pH of a 0.06 M solution of aniline HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{8}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B8%7DNCl?scale=1.5"" alt=""LaTeX: C_{6}H_{8}NCl"" data-equation-content=""C_{6}H_{8}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",2.92;2.92e0;2.92E0;2.9;2.9e0;2.9E0;2.916;2.916e0;2.916E0,short_answer
"Calculate the pH of a 0.0422 M solution of pyridine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{5}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B5%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{5}N"" data-equation-content=""C_{5}H_{5}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=5.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D5.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=5.2"" data-equation-content=""p_{Ka1}=5.2"" data-ignore-a11y-check=""""></mattext>",8.91;8.91e0;8.91E0;8.9;8.9e0;8.9E0;8.913;8.913e0;8.913E0,short_answer
"Calculate the pH of a 0.00129 M solution of aniline, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{7}N"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B7%7DN?scale=1.5"" alt=""LaTeX: C_{6}H_{7}N"" data-equation-content=""C_{6}H_{7}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",7.86;7.86e0;7.86E0;7.9;7.9e0;7.9E0;7.860;7.860e0;7.860E0,short_answer
"Calculate the pH of a 0.0067 M solution of aniline HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{8}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B8%7DNCl?scale=1.5"" alt=""LaTeX: C_{6}H_{8}NCl"" data-equation-content=""C_{6}H_{8}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",3.40;3.40e0;3.40E0;3.4;3.4e0;3.4E0;3.401;3.401e0;3.401E0,short_answer
"Calculate the pH of a 0.003 M solution of sodium acetate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{2}H_{3}O_{2}"" data-equation-content=""NaC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",8.12;8.12e0;8.12E0;8.1;8.1e0;8.1E0;8.118;8.118e0;8.118E0,short_answer
"Calculate the pH of a 0.0144 M solution of acetic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{2}H_{4}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B2%7DH_%7B4%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{2}H_{4}O_{2}"" data-equation-content=""C_{2}H_{4}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.756"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.756?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.756"" data-equation-content=""p_{Ka1}=4.756"" data-ignore-a11y-check=""""></mattext>",3.31;3.31e0;3.31E0;3.3;3.3e0;3.3E0;3.306;3.306e0;3.306E0,short_answer
"Calculate the pH of a 0.00335 M solution of piperidine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{12}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B12%7DNCl?scale=1.5"" alt=""LaTeX: C_{5}H_{12}NCl"" data-equation-content=""C_{5}H_{12}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",6.73;6.73e0;6.73E0;6.7;6.7e0;6.7E0;6.727;6.727e0;6.727E0,short_answer
"Calculate the pH of a 0.0200 M solution of hydrofluoric acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HF"" src=""https://weber.instructure.com/equation_images/HF?scale=1.5"" alt=""LaTeX: HF"" data-equation-content=""HF"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.17"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.17?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.17"" data-equation-content=""p_{Ka1}=3.17"" data-ignore-a11y-check=""""></mattext>",2.47;2.47e0;2.47E0;2.5;2.5e0;2.5E0;2.474;2.474e0;2.474E0,short_answer
"Calculate the pH of a 0.0017 M solution of arsenious acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""As(OH)_{3}"" src=""https://weber.instructure.com/equation_images/As%28OH%29_%7B3%7D?scale=1.5"" alt=""LaTeX: As(OH)_{3}"" data-equation-content=""As(OH)_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.29"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.29?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.29"" data-equation-content=""p_{Ka1}=9.29"" data-ignore-a11y-check=""""></mattext>",6.03;6.03e0;6.03E0;6.0;6.0e0;6.0E0;6.027;6.027e0;6.027E0,short_answer
"Calculate the pH of a 0.00286 M solution of ammonia, <mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D?scale=1.5"" alt=""LaTeX: NH_{3}"" data-equation-content=""NH_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.245"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.245?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.245"" data-equation-content=""p_{Ka1}=9.245"" data-ignore-a11y-check=""""></mattext>",10.33;1.033e1;1.033E1;10.3;1.03e1;1.03E1;10.334;1.0334e1;1.0334E1,short_answer
"Calculate the pH of a 0.030 M solution of pyridine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{6}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B6%7DNCl?scale=1.5"" alt=""LaTeX: C_{5}H_{6}NCl"" data-equation-content=""C_{5}H_{6}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=5.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D5.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=5.2"" data-equation-content=""p_{Ka1}=5.2"" data-ignore-a11y-check=""""></mattext>",3.36;3.36e0;3.36E0;3.4;3.4e0;3.4E0;3.365;3.365e0;3.365E0,short_answer
"Calculate the pH of a 0.00388 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.63;3.63e0;3.63E0;3.6;3.6e0;3.6E0;3.628;3.628e0;3.628E0,short_answer
"Calculate the pH of a 0.003 M solution of aniline HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{8}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B8%7DNCl?scale=1.5"" alt=""LaTeX: C_{6}H_{8}NCl"" data-equation-content=""C_{6}H_{8}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",3.58;3.58e0;3.58E0;3.6;3.6e0;3.6E0;3.582;3.582e0;3.582E0,short_answer
"Calculate the pH of a 0.0564 M solution of piperidine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{11}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B11%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{11}N"" data-equation-content=""C_{5}H_{11}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",11.90;1.190e1;1.190E1;11.9;1.19e1;1.19E1;11.905;1.1905e1;1.1905E1,short_answer
"Calculate the pH of a 0.014 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",5.92;5.92e0;5.92E0;5.9;5.9e0;5.9E0;5.924;5.924e0;5.924E0,short_answer
"Calculate the pH of a 0.0196 M solution of pyridine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{6}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B6%7DNCl?scale=1.5"" alt=""LaTeX: C_{5}H_{6}NCl"" data-equation-content=""C_{5}H_{6}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=5.2"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D5.2?scale=1.5"" alt=""LaTeX: p_{Ka1}=5.2"" data-equation-content=""p_{Ka1}=5.2"" data-ignore-a11y-check=""""></mattext>",3.46;3.46e0;3.46E0;3.5;3.5e0;3.5E0;3.458;3.458e0;3.458E0,short_answer
"Calculate the pH of a 0.01 M solution of aniline, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{7}N"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B7%7DN?scale=1.5"" alt=""LaTeX: C_{6}H_{7}N"" data-equation-content=""C_{6}H_{7}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",8.30;8.30e0;8.30E0;8.3;8.3e0;8.3E0;8.301;8.301e0;8.301E0,short_answer
"Calculate the pH of a 0.0076 M solution of piperidine HCl, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{12}NCl"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B12%7DNCl?scale=1.5"" alt=""LaTeX: C_{5}H_{12}NCl"" data-equation-content=""C_{5}H_{12}NCl"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",6.59;6.59e0;6.59E0;6.6;6.6e0;6.6E0;6.587;6.587e0;6.587E0,short_answer
"Calculate the pH of a 0.01 M solution of aniline, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{7}N"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B7%7DN?scale=1.5"" alt=""LaTeX: C_{6}H_{7}N"" data-equation-content=""C_{6}H_{7}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.601"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.601?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.601"" data-equation-content=""p_{Ka1}=4.601"" data-ignore-a11y-check=""""></mattext>",8.30;8.30e0;8.30E0;8.3;8.3e0;8.3E0;8.301;8.301e0;8.301E0,short_answer
"Calculate the pH of a 0.00342 M solution of benzylamine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{7}H_{9}N"" src=""https://weber.instructure.com/equation_images/C_%7B7%7DH_%7B9%7DN?scale=1.5"" alt=""LaTeX: C_{7}H_{9}N"" data-equation-content=""C_{7}H_{9}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.35"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.35?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.35"" data-equation-content=""p_{Ka1}=9.35"" data-ignore-a11y-check=""""></mattext>",10.42;1.042e1;1.042E1;10.4;1.04e1;1.04E1;10.424;1.0424e1;1.0424E1,short_answer
"Calculate the pH of a 0.04 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.11;3.11e0;3.11E0;3.1;3.1e0;3.1E0;3.112;3.112e0;3.112E0,short_answer
"Calculate the pH of a 0.00268 M solution of arsenious acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""As(OH)_{3}"" src=""https://weber.instructure.com/equation_images/As%28OH%29_%7B3%7D?scale=1.5"" alt=""LaTeX: As(OH)_{3}"" data-equation-content=""As(OH)_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.29"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.29?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.29"" data-equation-content=""p_{Ka1}=9.29"" data-ignore-a11y-check=""""></mattext>",5.93;5.93e0;5.93E0;5.9;5.9e0;5.9E0;5.929;5.929e0;5.929E0,short_answer
"Calculate the pH of a 0.00622 M solution of nitrous acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_{2}"" src=""https://weber.instructure.com/equation_images/HNO_%7B2%7D?scale=1.5"" alt=""LaTeX: HNO_{2}"" data-equation-content=""HNO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.15"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.15?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.15"" data-equation-content=""p_{Ka1}=3.15"" data-ignore-a11y-check=""""></mattext>",2.75;2.75e0;2.75E0;2.8;2.8e0;2.8E0;2.751;2.751e0;2.751E0,short_answer
"Calculate the pH of a 0.00567 M solution of hydrofluoric acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HF"" src=""https://weber.instructure.com/equation_images/HF?scale=1.5"" alt=""LaTeX: HF"" data-equation-content=""HF"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.17"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.17?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.17"" data-equation-content=""p_{Ka1}=3.17"" data-ignore-a11y-check=""""></mattext>",2.78;2.78e0;2.78E0;2.8;2.8e0;2.8E0;2.783;2.783e0;2.783E0,short_answer
"Calculate the pH of a 0.03 M solution of sodium propanoate, <mattext texttype=""text/html""><img class=""equation_image"" title=""NaC_{3}H_{5}O_{2}"" src=""https://weber.instructure.com/equation_images/NaC_%7B3%7DH_%7B5%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: NaC_{3}H_{5}O_{2}"" data-equation-content=""NaC_{3}H_{5}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.874"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.874?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.874"" data-equation-content=""p_{Ka1}=4.874"" data-ignore-a11y-check=""""></mattext>",8.68;8.68e0;8.68E0;8.7;8.7e0;8.7E0;8.676;8.676e0;8.676E0,short_answer
"Calculate the pH of a 0.0026 M solution of bromoacetic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""BrC_{2}H_{3}O_{2}"" src=""https://weber.instructure.com/equation_images/BrC_%7B2%7DH_%7B3%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: BrC_{2}H_{3}O_{2}"" data-equation-content=""BrC_{2}H_{3}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=2.902"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D2.902?scale=1.5"" alt=""LaTeX: p_{Ka1}=2.902"" data-equation-content=""p_{Ka1}=2.902"" data-ignore-a11y-check=""""></mattext>",2.89;2.89e0;2.89E0;2.9;2.9e0;2.9E0;2.891;2.891e0;2.891E0,short_answer
"Calculate the pH of a 0.0159 M solution of piperidine, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{5}H_{11}N"" src=""https://weber.instructure.com/equation_images/C_%7B5%7DH_%7B11%7DN?scale=1.5"" alt=""LaTeX: C_{5}H_{11}N"" data-equation-content=""C_{5}H_{11}N"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=11.125"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D11.125?scale=1.5"" alt=""LaTeX: p_{Ka1}=11.125"" data-equation-content=""p_{Ka1}=11.125"" data-ignore-a11y-check=""""></mattext>",11.60;1.160e1;1.160E1;11.6;1.16e1;1.16E1;11.601;1.1601e1;1.1601E1,short_answer
"Calculate the pH of a 0.046 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.08;3.08e0;3.08E0;3.1;3.1e0;3.1E0;3.082;3.082e0;3.082E0,short_answer
"Calculate the pH of a 0.0574 M solution of nitrous acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_{2}"" src=""https://weber.instructure.com/equation_images/HNO_%7B2%7D?scale=1.5"" alt=""LaTeX: HNO_{2}"" data-equation-content=""HNO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.15"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.15?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.15"" data-equation-content=""p_{Ka1}=3.15"" data-ignore-a11y-check=""""></mattext>",2.22;2.22e0;2.22E0;2.2;2.2e0;2.2E0;2.220;2.220e0;2.220E0,short_answer
"Calculate the pH of a 0.003 M solution of nitrous acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_{2}"" src=""https://weber.instructure.com/equation_images/HNO_%7B2%7D?scale=1.5"" alt=""LaTeX: HNO_{2}"" data-equation-content=""HNO_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=3.15"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D3.15?scale=1.5"" alt=""LaTeX: p_{Ka1}=3.15"" data-equation-content=""p_{Ka1}=3.15"" data-ignore-a11y-check=""""></mattext>",2.94;2.94e0;2.94E0;2.9;2.9e0;2.9E0;2.941;2.941e0;2.941E0,short_answer
"Calculate the pH of a 0.0114 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",5.97;5.97e0;5.97E0;6.0;6.0e0;6.0E0;5.968;5.968e0;5.968E0,short_answer
"Calculate the pH of a 0.024 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.22;3.22e0;3.22E0;3.2;3.2e0;3.2E0;3.224;3.224e0;3.224E0,short_answer
"Calculate the pH of a 0.0183 M solution of butanoic acid, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{8}O_{2}"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B8%7DO_%7B2%7D?scale=1.5"" alt=""LaTeX: C_{4}H_{8}O_{2}"" data-equation-content=""C_{4}H_{8}O_{2}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=4.818"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D4.818?scale=1.5"" alt=""LaTeX: p_{Ka1}=4.818"" data-equation-content=""p_{Ka1}=4.818"" data-ignore-a11y-check=""""></mattext>",3.28;3.28e0;3.28E0;3.3;3.3e0;3.3E0;3.284;3.284e0;3.284E0,short_answer
"Calculate the pH of a 0.0020 M solution of ammonia, <mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D?scale=1.5"" alt=""LaTeX: NH_{3}"" data-equation-content=""NH_{3}"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.245"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.245?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.245"" data-equation-content=""p_{Ka1}=9.245"" data-ignore-a11y-check=""""></mattext>",10.25;1.025e1;1.025E1;10.3;1.03e1;1.03E1;10.253;1.0253e1;1.0253E1,short_answer
"Calculate the pH of a 0.002 M solution of phenol, <mattext texttype=""text/html""><img class=""equation_image"" title=""C_{6}H_{6}O"" src=""https://weber.instructure.com/equation_images/C_%7B6%7DH_%7B6%7DO?scale=1.5"" alt=""LaTeX: C_{6}H_{6}O"" data-equation-content=""C_{6}H_{6}O"" data-ignore-a11y-check=""""></mattext><br><mattext texttype=""text/html""><img class=""equation_image"" title=""p_{Ka1}=9.997"" src=""https://weber.instructure.com/equation_images/p_%7BKa1%7D%3D9.997?scale=1.5"" alt=""LaTeX: p_{Ka1}=9.997"" data-equation-content=""p_{Ka1}=9.997"" data-ignore-a11y-check=""""></mattext>",6.34;6.34e0;6.34E0;6.3;6.3e0;6.3E0;6.338;6.338e0;6.338E0,short_answer
