question,correct_answers,question_type
"Calculate the number of moles of Mn formed by flowing a current of 8.66 A into a solution for 11 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DMn%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" data-equation-content=""2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.030;3.0e-2;3.0E-2;.030;0.03;3e-2;3E-2;.03;0.0296;2.96e-2;2.96E-2;.0296,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 5.6 A into a solution for 23 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Mn%5E%7B2%2B%7D%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-equation-content=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.080;8.0e-2;8.0E-2;.080;0.08;8e-2;8E-2;.08;0.0801;8.01e-2;8.01E-2;.0801,short_answer
"Calculate the number of moles of Fe++ formed by flowing a current of 9.30 A into a solution for 22 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Fe^{3+}\leftrightarrows{}Fe^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BFe%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DFe%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Fe^{3+}\leftrightarrows{}Fe^{2+}"" data-equation-content=""e^{-}+Fe^{3+}\leftrightarrows{}Fe^{2+}"" data-ignore-a11y-check=""""></mattext>",0.13;1.3e-1;1.3E-1;.13;0.1;1e-1;1E-1;.1;0.127;1.27e-1;1.27E-1;.127,short_answer
"Calculate the number of moles of MnO4-- formed by flowing a current of 4.046 A into a solution for 28 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+MnO_{4}^{-}\leftrightarrows{}MnO_{4}^{2-}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BMnO_%7B4%7D%5E%7B-%7D%5Cleftrightarrows%7B%7DMnO_%7B4%7D%5E%7B2-%7D?scale=1.5"" alt=""LaTeX: e^{-}+MnO_{4}^{-}\leftrightarrows{}MnO_{4}^{2-}"" data-equation-content=""e^{-}+MnO_{4}^{-}\leftrightarrows{}MnO_{4}^{2-}"" data-ignore-a11y-check=""""></mattext>",0.070;7.0e-2;7.0E-2;.070;0.07;7e-2;7E-2;.07;0.0704;7.04e-2;7.04E-2;.0704,short_answer
"Calculate the number of moles of Al formed by flowing a current of 3.569 A into a solution for 26 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Al(OH)_{4}^{-}\leftrightarrows{}Al(s)+4OH^{-}"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BAl%28OH%29_%7B4%7D%5E%7B-%7D%5Cleftrightarrows%7B%7DAl%28s%29%2B4OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 3e^{-}+Al(OH)_{4}^{-}\leftrightarrows{}Al(s)+4OH^{-}"" data-equation-content=""3e^{-}+Al(OH)_{4}^{-}\leftrightarrows{}Al(s)+4OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.019;1.9e-2;1.9E-2;.019;0.02;2e-2;2E-2;.02;0.0192;1.92e-2;1.92E-2;.0192,short_answer
"Calculate the number of moles of Sb formed by flowing a current of 4.3 A into a solution for 28 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BSb_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Sb%28s%29%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-equation-content=""6e^{-}+Sb_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Sb(s)+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.025;2.5e-2;2.5E-2;.025;0.02;2e-2;2E-2;.02;0.0250;2.50e-2;2.50E-2;.0250,short_answer
"Calculate the number of moles of Al formed by flowing a current of 7.123 A into a solution for 6.31 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BAl%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DAl%28s%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-equation-content=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-ignore-a11y-check=""""></mattext>",0.00932;9.32e-3;9.32E-3;.00932;0.0093;9.3e-3;9.3E-3;.0093;0.009317;9.317e-3;9.317E-3;.009317,short_answer
"Calculate the number of moles of Al formed by flowing a current of 1.56 A into a solution for 3.69 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BAl%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DAl%28s%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-equation-content=""3e^{-}+Al^{3+}\leftrightarrows{}Al(s)"" data-ignore-a11y-check=""""></mattext>",0.00119;1.19e-3;1.19E-3;.00119;0.0012;1.2e-3;1.2E-3;.0012;0.001193;1.193e-3;1.193E-3;.001193,short_answer
"Calculate the number of moles of Cu formed by flowing a current of 0.7438 A into a solution for 24.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCu%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DCu%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" data-equation-content=""2e^{-}+Cu(OH)_{2}(s)\leftrightarrows{}Cu(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.00574;5.74e-3;5.74E-3;.00574;0.0057;5.7e-3;5.7E-3;.0057;0.005735;5.735e-3;5.735E-3;.005735,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 5.80 A into a solution for 11 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBr_%7B3%7D%5E%7B-%7D%5Cleftrightarrows%7B%7D3Br%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-equation-content=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-ignore-a11y-check=""""></mattext>",0.060;6.0e-2;6.0E-2;.060;0.06;6e-2;6E-2;.06;0.0595;5.95e-2;5.95E-2;.0595,short_answer
"Calculate the number of moles of Mn(OH)2 formed by flowing a current of 8.968 A into a solution for 18 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{3}O_{4}(s)+2H^{+}+2H_{2}O\leftrightarrows{}3Mn(OH)_{2}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B3%7DO_%7B4%7D%28s%29%2B2H%5E%7B%2B%7D%2B2H_%7B2%7DO%5Cleftrightarrows%7B%7D3Mn%28OH%29_%7B2%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{3}O_{4}(s)+2H^{+}+2H_{2}O\leftrightarrows{}3Mn(OH)_{2}"" data-equation-content=""2e^{-}+Mn_{3}O_{4}(s)+2H^{+}+2H_{2}O\leftrightarrows{}3Mn(OH)_{2}"" data-ignore-a11y-check=""""></mattext>",0.15;1.5e-1;1.5E-1;.15;0.2;2e-1;2E-1;.2;0.151;1.51e-1;1.51E-1;.151,short_answer
"Calculate the number of moles of H2 formed by flowing a current of 1.42 A into a solution for 19.2 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+2H^{+}\leftrightarrows{}H_{2}(g)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: 2e^{-}+2H^{+}\leftrightarrows{}H_{2}(g)"" data-equation-content=""2e^{-}+2H^{+}\leftrightarrows{}H_{2}(g)"" data-ignore-a11y-check=""""></mattext>",0.00848;8.48e-3;8.48E-3;.00848;0.0085;8.5e-3;8.5E-3;.0085;0.008477;8.477e-3;8.477E-3;.008477,short_answer
"Calculate the number of moles of Fe formed by flowing a current of 5.6 A into a solution for 15 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BFeOH%5E%7B%2B%7D%2BH%5E%7B%2B%7D%5Cleftrightarrows%7B%7DFe%28s%29%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" data-equation-content=""2e^{-}+FeOH^{+}+H^{+}\leftrightarrows{}Fe(s)+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.026;2.6e-2;2.6E-2;.026;0.03;3e-2;3E-2;.03;0.0261;2.61e-2;2.61E-2;.0261,short_answer
"Calculate the number of moles of Mn formed by flowing a current of 1.3 A into a solution for 23.2 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DMn%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" data-equation-content=""2e^{-}+Mn(OH)_{2}(s)\leftrightarrows{}Mn(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0094;9.4e-3;9.4E-3;.0094;0.009;9e-3;9E-3;.009;0.00938;9.38e-3;9.38E-3;.00938,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 2.48 A into a solution for 24 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Mn%5E%7B2%2B%7D%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-equation-content=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.037;3.7e-2;3.7E-2;.037;0.04;4e-2;4E-2;.04;0.0370;3.70e-2;3.70E-2;.0370,short_answer
"Calculate the number of moles of Cr++ formed by flowing a current of 9.5 A into a solution for 17.0 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%5E%7B2%2B%7D?scale=1.5"" alt=""LaTeX: e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-equation-content=""e^{-}+Cr^{3+}\leftrightarrows{}Cr^{2+}"" data-ignore-a11y-check=""""></mattext>",0.10;1.0e-1;1.0E-1;.10;0.1;1e-1;1E-1;.1;0.100;1.00e-1;1.00E-1;.100,short_answer
"Calculate the number of moles of Fe++ formed by flowing a current of 7.5 A into a solution for 2.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BFeOH%5E%7B2%2B%7D%2BH%5E%7B%2B%7D%5Cleftrightarrows%7B%7DFe%5E%7B2%2B%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" data-equation-content=""e^{-}+FeOH^{2+}+H^{+}\leftrightarrows{}Fe^{2+}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.012;1.2e-2;1.2E-2;.012;0.01;1e-2;1E-2;.01;0.0121;1.21e-2;1.21E-2;.0121,short_answer
"Calculate the number of moles of I- formed by flowing a current of 2.15 A into a solution for 22 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BIO_%7B3%7D%5E%7B-%7D%2B3H_%7B2%7DO%5Cleftrightarrows%7B%7DI%5E%7B-%7D%2B6OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" data-equation-content=""6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0049;4.9e-3;4.9E-3;.0049;0.005;5e-3;5E-3;.005;0.00490;4.90e-3;4.90E-3;.00490,short_answer
"Calculate the number of moles of Fe formed by flowing a current of 0.519 A into a solution for 2.62 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BFe%5E%7B2%2B%7D%5Cleftrightarrows%7B%7DFe%28s%29?scale=1.5"" alt=""LaTeX: 2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" data-equation-content=""2e^{-}+Fe^{2+}\leftrightarrows{}Fe(s)"" data-ignore-a11y-check=""""></mattext>",0.000423;4.23e-4;4.23E-4;.000423;0.00042;4.2e-4;4.2E-4;.00042;0.0004228;4.228e-4;4.228E-4;.0004228,short_answer
"Calculate the number of moles of Cr formed by flowing a current of 5.09 A into a solution for 30. minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""3e^{-}+Cr^{3+}\leftrightarrows{}Cr(s)"" src=""https://weber.instructure.com/equation_images/3e%5E%7B-%7D%2BCr%5E%7B3%2B%7D%5Cleftrightarrows%7B%7DCr%28s%29?scale=1.5"" alt=""LaTeX: 3e^{-}+Cr^{3+}\leftrightarrows{}Cr(s)"" data-equation-content=""3e^{-}+Cr^{3+}\leftrightarrows{}Cr(s)"" data-ignore-a11y-check=""""></mattext>",0.032;3.2e-2;3.2E-2;.032;0.03;3e-2;3E-2;.03;0.0317;3.17e-2;3.17E-2;.0317,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 4.0 A into a solution for 11.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""5e^{-}+MnO_{4}^{-}+8H^{+}\leftrightarrows{}Mn^{2+}+4H_{2}O"" src=""https://weber.instructure.com/equation_images/5e%5E%7B-%7D%2BMnO_%7B4%7D%5E%7B-%7D%2B8H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DMn%5E%7B2%2B%7D%2B4H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 5e^{-}+MnO_{4}^{-}+8H^{+}\leftrightarrows{}Mn^{2+}+4H_{2}O"" data-equation-content=""5e^{-}+MnO_{4}^{-}+8H^{+}\leftrightarrows{}Mn^{2+}+4H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.0058;5.8e-3;5.8E-3;.0058;0.006;6e-3;6E-3;.006;0.00577;5.77e-3;5.77E-3;.00577,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 9.995 A into a solution for 27.1 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBr_%7B3%7D%5E%7B-%7D%5Cleftrightarrows%7B%7D3Br%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-equation-content=""2e^{-}+Br_{3}^{-}\leftrightarrows{}3Br^{-}"" data-ignore-a11y-check=""""></mattext>",0.253;2.53e-1;2.53E-1;.253;0.25;2.5e-1;2.5E-1;.25;0.2527;2.527e-1;2.527E-1;.2527,short_answer
"Calculate the number of moles of Cl- formed by flowing a current of 5.7 A into a solution for 16.8 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Cl_{2}(g)\leftrightarrows{}2Cl^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7D2Cl%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Cl_{2}(g)\leftrightarrows{}2Cl^{-}"" data-equation-content=""2e^{-}+Cl_{2}(g)\leftrightarrows{}2Cl^{-}"" data-ignore-a11y-check=""""></mattext>",0.060;6.0e-2;6.0E-2;.060;0.06;6e-2;6E-2;.06;0.0595;5.95e-2;5.95E-2;.0595,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 0.855 A into a solution for 1.88 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Br_{2}(l)\leftrightarrows{}2Br^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BBr_%7B2%7D%28l%29%5Cleftrightarrows%7B%7D2Br%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Br_{2}(l)\leftrightarrows{}2Br^{-}"" data-equation-content=""2e^{-}+Br_{2}(l)\leftrightarrows{}2Br^{-}"" data-ignore-a11y-check=""""></mattext>",0.001000;1.000e-3;1.000E-3;.001000;0.00100;1.00e-3;1.00E-3;.00100;0.0009996;9.996e-4;9.996E-4;.0009996,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 5.72 A into a solution for 9.4 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BMn_%7B2%7DO_%7B3%7D%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D2Mn%5E%7B2%2B%7D%2B3H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-equation-content=""2e^{-}+Mn_{2}O_{3}(s)+6H^{+}\leftrightarrows{}2Mn^{2+}+3H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.033;3.3e-2;3.3E-2;.033;0.03;3e-2;3E-2;.03;0.0334;3.34e-2;3.34E-2;.0334,short_answer
"Calculate the number of moles of Br- formed by flowing a current of 5.4 A into a solution for 1.42 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+BrO_{3}^{-}+3H_{2}O\leftrightarrows{}Br^{-}+6OH^{-}"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BBrO_%7B3%7D%5E%7B-%7D%2B3H_%7B2%7DO%5Cleftrightarrows%7B%7DBr%5E%7B-%7D%2B6OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 6e^{-}+BrO_{3}^{-}+3H_{2}O\leftrightarrows{}Br^{-}+6OH^{-}"" data-equation-content=""6e^{-}+BrO_{3}^{-}+3H_{2}O\leftrightarrows{}Br^{-}+6OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.00079;7.9e-4;7.9E-4;.00079;0.0008;8e-4;8E-4;.0008;0.000795;7.95e-4;7.95E-4;.000795,short_answer
"Calculate the number of moles of Co formed by flowing a current of 3.1 A into a solution for 24 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BCo%28OH%29_%7B2%7D%28s%29%5Cleftrightarrows%7B%7DCo%28s%29%2B2OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-equation-content=""2e^{-}+Co(OH)_{2}(s)\leftrightarrows{}Co(s)+2OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.023;2.3e-2;2.3E-2;.023;0.02;2e-2;2E-2;.02;0.0231;2.31e-2;2.31E-2;.0231,short_answer
"Calculate the number of moles of ClO2- formed by flowing a current of 5.3 A into a solution for 16.6 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" src=""https://weber.instructure.com/equation_images/e%5E%7B-%7D%2BClO_%7B2%7D%5Cleftrightarrows%7B%7DClO_%7B2%7D%5E%7B-%7D?scale=1.5"" alt=""LaTeX: e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-equation-content=""e^{-}+ClO_{2}\leftrightarrows{}ClO_{2}^{-}"" data-ignore-a11y-check=""""></mattext>",0.055;5.5e-2;5.5E-2;.055;0.05;5e-2;5E-2;.05;0.0547;5.47e-2;5.47E-2;.0547,short_answer
"Calculate the number of moles of I- formed by flowing a current of 3.97 A into a solution for 29.1 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2BIO_%7B3%7D%5E%7B-%7D%2B3H_%7B2%7DO%5Cleftrightarrows%7B%7DI%5E%7B-%7D%2B6OH%5E%7B-%7D?scale=1.5"" alt=""LaTeX: 6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" data-equation-content=""6e^{-}+IO_{3}^{-}+3H_{2}O\leftrightarrows{}I^{-}+6OH^{-}"" data-ignore-a11y-check=""""></mattext>",0.0120;1.20e-2;1.20E-2;.0120;0.012;1.2e-2;1.2E-2;.012;0.01197;1.197e-2;1.197E-2;.01197,short_answer
"Calculate the number of moles of Mn++ formed by flowing a current of 2.5 A into a solution for 2.99 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""5e^{-}+MnO_{4}^{-}+8H^{+}\leftrightarrows{}Mn^{2+}+4H_{2}O"" src=""https://weber.instructure.com/equation_images/5e%5E%7B-%7D%2BMnO_%7B4%7D%5E%7B-%7D%2B8H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DMn%5E%7B2%2B%7D%2B4H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 5e^{-}+MnO_{4}^{-}+8H^{+}\leftrightarrows{}Mn^{2+}+4H_{2}O"" data-equation-content=""5e^{-}+MnO_{4}^{-}+8H^{+}\leftrightarrows{}Mn^{2+}+4H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.00093;9.3e-4;9.3E-4;.00093;0.0009;9e-4;9E-4;.0009;0.000930;9.30e-4;9.30E-4;.000930,short_answer
"Calculate the number of moles of B formed by flowing a current of 0.237 A into a solution for 15.0 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" src=""https://weber.instructure.com/equation_images/12e%5E%7B-%7D%2BB_%7B4%7DO_%7B7%7D%5E%7B2-%7D%2B14H%5E%7B%2B%7D%5Cleftrightarrows%7B%7D4B%28s%29%2B7H_%7B2%7DO?scale=1.5"" alt=""LaTeX: 12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-equation-content=""12e^{-}+B_{4}O_{7}^{2-}+14H^{+}\leftrightarrows{}4B(s)+7H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.000737;7.37e-4;7.37E-4;.000737;0.00074;7.4e-4;7.4E-4;.00074;0.0007369;7.369e-4;7.369E-4;.0007369,short_answer
"Calculate the number of moles of IO3- formed by flowing a current of 7.4 A into a solution for 18.5 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" src=""https://weber.instructure.com/equation_images/2e%5E%7B-%7D%2BIO_%7B4%7D%5E%7B-%7D%2B2H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DIO_%7B3%7D%5E%7B-%7D%2BH_%7B2%7DO?scale=1.5"" alt=""LaTeX: 2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" data-equation-content=""2e^{-}+IO_{4}^{-}+2H^{+}\leftrightarrows{}IO_{3}^{-}+H_{2}O"" data-ignore-a11y-check=""""></mattext>",0.043;4.3e-2;4.3E-2;.043;0.04;4e-2;4E-2;.04;0.0426;4.26e-2;4.26E-2;.0426,short_answer
"Calculate the number of moles of B2H6 formed by flowing a current of 2.041 A into a solution for 12 minutes.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""6e^{-}+2B(s)+6H^{+}\leftrightarrows{}B_{2}H_{6}(g)"" src=""https://weber.instructure.com/equation_images/6e%5E%7B-%7D%2B2B%28s%29%2B6H%5E%7B%2B%7D%5Cleftrightarrows%7B%7DB_%7B2%7DH_%7B6%7D%28g%29?scale=1.5"" alt=""LaTeX: 6e^{-}+2B(s)+6H^{+}\leftrightarrows{}B_{2}H_{6}(g)"" data-equation-content=""6e^{-}+2B(s)+6H^{+}\leftrightarrows{}B_{2}H_{6}(g)"" data-ignore-a11y-check=""""></mattext>",0.0025;2.5e-3;2.5E-3;.0025;0.003;3e-3;3E-3;.003;0.00254;2.54e-3;2.54E-3;.00254,short_answer
