question,correct_answers,question_type
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Th(NO_{3})_{4}(aq)+NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/Th%28NO_%7B3%7D%29_%7B4%7D%28aq%29%2BNaIO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DTh%28IO_%7B3%7D%29_%7B4%7D%28s%29%2BNaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: Th(NO_{3})_{4}(aq)+NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+NaNO_{3}(aq)"" data-equation-content=""Th(NO_{3})_{4}(aq)+NaIO_{3}(aq)\leftrightarrows{}Th(IO_{3})_{4}(s)+NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>","1,4,1,4;1, 4, 1, 4",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" src=""https://weber.instructure.com/equation_images/Na%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DNa_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" data-equation-content=""Na(s)+S(s)\leftrightarrows{}Na_{2}S(s)"" data-ignore-a11y-check=""""></mattext>","2,1,1;2, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" src=""https://weber.instructure.com/equation_images/K%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DK_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-equation-content=""K(s)+S(s)\leftrightarrows{}K_{2}S(s)"" data-ignore-a11y-check=""""></mattext>","2,1,1;2, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" src=""https://weber.instructure.com/equation_images/Li%28s%29%2BS%28s%29%5Cleftrightarrows%7B%7DLi_%7B2%7DS%28s%29?scale=1.5"" alt=""LaTeX: Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-equation-content=""Li(s)+S(s)\leftrightarrows{}Li_{2}S(s)"" data-ignore-a11y-check=""""></mattext>","2,1,1;2, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""HCl(aq)+Mg(s)\leftrightarrows{}MgCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/HCl%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: HCl(aq)+Mg(s)\leftrightarrows{}MgCl_{2}(aq)+H_{2}(g)"" data-equation-content=""HCl(aq)+Mg(s)\leftrightarrows{}MgCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","2,1,1,1;2, 1, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/HF%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgF_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" data-equation-content=""HF(aq)+Mg(s)\leftrightarrows{}MgF_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","2,1,1,1;2, 1, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/HBr%28aq%29%2BMg%28s%29%5Cleftrightarrows%7B%7DMgBr_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" data-equation-content=""HBr(aq)+Mg(s)\leftrightarrows{}MgBr_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","2,1,1,1;2, 1, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/HCl%28aq%29%2BCa%28s%29%5Cleftrightarrows%7B%7DCaCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" data-equation-content=""HCl(aq)+Ca(s)\leftrightarrows{}CaCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","2,1,1,1;2, 1, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/HCl%28aq%29%2BSr%28s%29%5Cleftrightarrows%7B%7DSrCl_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" data-equation-content=""HCl(aq)+Sr(s)\leftrightarrows{}SrCl_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","2,1,1,1;2, 1, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+HCl(aq)"" src=""https://weber.instructure.com/equation_images/BaCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DBaSO_%7B4%7D%28s%29%2BHCl%28aq%29?scale=1.5"" alt=""LaTeX: BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+HCl(aq)"" data-equation-content=""BaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}BaSO_{4}(s)+HCl(aq)"" data-ignore-a11y-check=""""></mattext>","1,1,1,2;1, 1, 1, 2",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""CaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}CaSO_{4}(s)+HCl(aq)"" src=""https://weber.instructure.com/equation_images/CaCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DCaSO_%7B4%7D%28s%29%2BHCl%28aq%29?scale=1.5"" alt=""LaTeX: CaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}CaSO_{4}(s)+HCl(aq)"" data-equation-content=""CaCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}CaSO_{4}(s)+HCl(aq)"" data-ignore-a11y-check=""""></mattext>","1,1,1,2;1, 1, 1, 2",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+HCl(aq)"" src=""https://weber.instructure.com/equation_images/SrCl_%7B2%7D%28aq%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DSrSO_%7B4%7D%28s%29%2BHCl%28aq%29?scale=1.5"" alt=""LaTeX: SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+HCl(aq)"" data-equation-content=""SrCl_{2}(aq)+H_{2}SO_{4}(aq)\leftrightarrows{}SrSO_{4}(s)+HCl(aq)"" data-ignore-a11y-check=""""></mattext>","1,1,1,2;1, 1, 1, 2",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""NaI(aq)+Cl_{2}(g)\leftrightarrows{}NaCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/NaI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DNaCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: NaI(aq)+Cl_{2}(g)\leftrightarrows{}NaCl(aq)+I_{2}(s)"" data-equation-content=""NaI(aq)+Cl_{2}(g)\leftrightarrows{}NaCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>","2,1,2,1;2, 1, 2, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""KI(aq)+Cl_{2}(g)\leftrightarrows{}KCl(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/KI%28aq%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DKCl%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: KI(aq)+Cl_{2}(g)\leftrightarrows{}KCl(aq)+I_{2}(s)"" data-equation-content=""KI(aq)+Cl_{2}(g)\leftrightarrows{}KCl(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>","2,1,2,1;2, 1, 2, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""NaI(aq)+Br_{2}(g)\leftrightarrows{}NaBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/NaI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DNaBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: NaI(aq)+Br_{2}(g)\leftrightarrows{}NaBr(aq)+I_{2}(s)"" data-equation-content=""NaI(aq)+Br_{2}(g)\leftrightarrows{}NaBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>","2,1,2,1;2, 1, 2, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""KI(aq)+Br_{2}(g)\leftrightarrows{}KBr(aq)+I_{2}(s)"" src=""https://weber.instructure.com/equation_images/KI%28aq%29%2BBr_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DKBr%28aq%29%2BI_%7B2%7D%28s%29?scale=1.5"" alt=""LaTeX: KI(aq)+Br_{2}(g)\leftrightarrows{}KBr(aq)+I_{2}(s)"" data-equation-content=""KI(aq)+Br_{2}(g)\leftrightarrows{}KBr(aq)+I_{2}(s)"" data-ignore-a11y-check=""""></mattext>","2,1,2,1;2, 1, 2, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Cu(s)+HNO_{3}(aq)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+NO(g)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Cu%28s%29%2BHNO_%7B3%7D%28aq%29%5Cleftrightarrows%7B%7DCu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2BNO%28g%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Cu(s)+HNO_{3}(aq)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+NO(g)+H_{2}O(l)"" data-equation-content=""Cu(s)+HNO_{3}(aq)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+NO(g)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>","3,8,3,2,4;3, 8, 3, 2, 4",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" src=""https://weber.instructure.com/equation_images/Ca%28OH%29_%7B2%7D%28aq%29%2BCO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCaCO_%7B3%7D%28s%29%2BH_%7B2%7DO%28l%29?scale=1.5"" alt=""LaTeX: Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-equation-content=""Ca(OH)_{2}(aq)+CO_{2}(g)\leftrightarrows{}CaCO_{3}(s)+H_{2}O(l)"" data-ignore-a11y-check=""""></mattext>","1,1,1,1;1, 1, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Al(s)+H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/Al%28s%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DAl_%7B2%7D%28SO_%7B4%7D%29_%7B3%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Al(s)+H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+H_{2}(g)"" data-equation-content=""Al(s)+H_{2}SO_{4}(aq)\leftrightarrows{}Al_{2}(SO_{4})_{3}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","2,3,1,3;2, 3, 1, 3",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Fe_{2}O_{3}(s)+CO(g)\leftrightarrows{}Fe(s)+CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/Fe_%7B2%7DO_%7B3%7D%28s%29%2BCO%28g%29%5Cleftrightarrows%7B%7DFe%28s%29%2BCO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Fe_{2}O_{3}(s)+CO(g)\leftrightarrows{}Fe(s)+CO_{2}(g)"" data-equation-content=""Fe_{2}O_{3}(s)+CO(g)\leftrightarrows{}Fe(s)+CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>","1,3,2,3;1, 3, 2, 3",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+NaNO_{3}(aq)"" src=""https://weber.instructure.com/equation_images/NaCl%28aq%29%2BPb%28NO_%7B3%7D%29_%7B2%7D%28aq%29%5Cleftrightarrows%7B%7DPbCl_%7B2%7D%28s%29%2BNaNO_%7B3%7D%28aq%29?scale=1.5"" alt=""LaTeX: NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+NaNO_{3}(aq)"" data-equation-content=""NaCl(aq)+Pb(NO_{3})_{2}(aq)\leftrightarrows{}PbCl_{2}(s)+NaNO_{3}(aq)"" data-ignore-a11y-check=""""></mattext>","2,1,1,2;2, 1, 1, 2",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Zn(s)+CuSO_{4}(aq)\leftrightarrows{}Cu(s)+ZnSO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/Zn%28s%29%2BCuSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7DCu%28s%29%2BZnSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: Zn(s)+CuSO_{4}(aq)\leftrightarrows{}Cu(s)+ZnSO_{4}(aq)"" data-equation-content=""Zn(s)+CuSO_{4}(aq)\leftrightarrows{}Cu(s)+ZnSO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>","1,1,1,1;1, 1, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""K(s)+H_{2}O(l)\leftrightarrows{}KOH(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/K%28s%29%2BH_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7DKOH%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: K(s)+H_{2}O(l)\leftrightarrows{}KOH(aq)+H_{2}(g)"" data-equation-content=""K(s)+H_{2}O(l)\leftrightarrows{}KOH(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","2,2,2,1;2, 2, 2, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Fe(s)+O_{2}(g)\leftrightarrows{}Fe_{2}O_{3}(s)"" src=""https://weber.instructure.com/equation_images/Fe%28s%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DFe_%7B2%7DO_%7B3%7D%28s%29?scale=1.5"" alt=""LaTeX: Fe(s)+O_{2}(g)\leftrightarrows{}Fe_{2}O_{3}(s)"" data-equation-content=""Fe(s)+O_{2}(g)\leftrightarrows{}Fe_{2}O_{3}(s)"" data-ignore-a11y-check=""""></mattext>","4,3,2;4, 3, 2",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+Ag(s)"" src=""https://weber.instructure.com/equation_images/AgNO_%7B3%7D%28aq%29%2BCu%28s%29%5Cleftrightarrows%7B%7DCu%28NO_%7B3%7D%29_%7B2%7D%28aq%29%2BAg%28s%29?scale=1.5"" alt=""LaTeX: AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+Ag(s)"" data-equation-content=""AgNO_{3}(aq)+Cu(s)\leftrightarrows{}Cu(NO_{3})_{2}(aq)+Ag(s)"" data-ignore-a11y-check=""""></mattext>","2,1,1,2;2, 1, 1, 2",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""H_{2}(g)+Cl_{2}(g)\leftrightarrows{}HCl(g)"" src=""https://weber.instructure.com/equation_images/H_%7B2%7D%28g%29%2BCl_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DHCl%28g%29?scale=1.5"" alt=""LaTeX: H_{2}(g)+Cl_{2}(g)\leftrightarrows{}HCl(g)"" data-equation-content=""H_{2}(g)+Cl_{2}(g)\leftrightarrows{}HCl(g)"" data-ignore-a11y-check=""""></mattext>","1,1,2;1, 1, 2",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Ca(s)+H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" src=""https://weber.instructure.com/equation_images/Ca%28s%29%2BH_%7B2%7DO%28l%29%5Cleftrightarrows%7B%7DCa%28OH%29_%7B2%7D%28aq%29%2BH_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Ca(s)+H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" data-equation-content=""Ca(s)+H_{2}O(l)\leftrightarrows{}Ca(OH)_{2}(aq)+H_{2}(g)"" data-ignore-a11y-check=""""></mattext>","1,2,1,1;1, 2, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""C_{4}H_{10}(g)+O_{2}(g)\leftrightarrows{}CO_{2}(g)+H_{2}O(g)"" src=""https://weber.instructure.com/equation_images/C_%7B4%7DH_%7B10%7D%28g%29%2BO_%7B2%7D%28g%29%5Cleftrightarrows%7B%7DCO_%7B2%7D%28g%29%2BH_%7B2%7DO%28g%29?scale=1.5"" alt=""LaTeX: C_{4}H_{10}(g)+O_{2}(g)\leftrightarrows{}CO_{2}(g)+H_{2}O(g)"" data-equation-content=""C_{4}H_{10}(g)+O_{2}(g)\leftrightarrows{}CO_{2}(g)+H_{2}O(g)"" data-ignore-a11y-check=""""></mattext>","2,13,8,10;2, 13, 8, 10",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""Na_{2}CO_{3}(aq)+HCl(aq)\leftrightarrows{}NaCl(aq)+H_{2}O(l)+CO_{2}(g)"" src=""https://weber.instructure.com/equation_images/Na_%7B2%7DCO_%7B3%7D%28aq%29%2BHCl%28aq%29%5Cleftrightarrows%7B%7DNaCl%28aq%29%2BH_%7B2%7DO%28l%29%2BCO_%7B2%7D%28g%29?scale=1.5"" alt=""LaTeX: Na_{2}CO_{3}(aq)+HCl(aq)\leftrightarrows{}NaCl(aq)+H_{2}O(l)+CO_{2}(g)"" data-equation-content=""Na_{2}CO_{3}(aq)+HCl(aq)\leftrightarrows{}NaCl(aq)+H_{2}O(l)+CO_{2}(g)"" data-ignore-a11y-check=""""></mattext>","1,2,2,1,1;1, 2, 2, 1, 1",short_answer
"Balance the following reaction.<br>Enter your answer as a list of coefficients separated by commas.<br><mattext texttype=""text/html""><img class=""equation_image"" title=""NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" src=""https://weber.instructure.com/equation_images/NH_%7B3%7D%28g%29%2BH_%7B2%7DSO_%7B4%7D%28aq%29%5Cleftrightarrows%7B%7D%28NH_%7B4%7D%29_%7B2%7DSO_%7B4%7D%28aq%29?scale=1.5"" alt=""LaTeX: NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-equation-content=""NH_{3}(g)+H_{2}SO_{4}(aq)\leftrightarrows{}(NH_{4})_{2}SO_{4}(aq)"" data-ignore-a11y-check=""""></mattext>","2,1,1;2, 1, 1",short_answer
