question,correct_answers,question_type
"Is the value 3000 yr in the 99.9 % confidence interval for the following measurement?<br>4.4e3 ± 8e2 yr, n = 8",Yes;yes;Y;y,short_answer
"Is the value 2.7 K in the 99.9 % confidence interval for the following measurement?<br>2.0 ± 0.4 K, n = 8",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>29 ± 7 kg, n = 5<br>Use the ± symbol in your answer.",29 ± 7;29±7;2.9e1 ± 7e0;2.9e1±7e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.33 ± 0.10 ms, n = 6<br>Use the ± symbol in your answer.",0.3 ± 0.2;0.3±0.2;3e-1 ± 2e-1;3e-1±2e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.15 ± 0.05 atm, n = 15<br>Use the ± symbol in your answer.",0.15 ± 0.03;0.15±0.03;1.5e-1 ± 3e-2;1.5e-1±3e-2,short_answer
"Is the value 2.9 cal in the 99 % confidence interval for the following measurement?<br>2.2 ± 1.0 cal, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>2.2 ± 0.7 L, n = 60<br>Use the ± symbol in your answer.",2.2 ± 0.2;2.2±0.2;2.2e0 ± 2e-1;2.2e0±2e-1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>17.3 ± 1.6 mM, n = 25<br>Use the ± symbol in your answer.",17.3 ± 0.5;17.3±0.5;1.73e1 ± 5e-1;1.73e1±5e-1,short_answer
"Does the following measurement agree with the known value of 38 cal at the 90 % confidence level?<br>32 ± 6 cal, n = 7",No;no;N;n,short_answer
"Is the value 1.4 kJ in the 95 % confidence interval for the following measurement?<br>3.0 ± 1.1 kJ, n = 5",No;no;N;n,short_answer
"Is the value 67 mmHg in the 50 % confidence interval for the following measurement?<br>68 ± 15 mmHg, n = 120",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>4.4 ± 1.6 mol, n = 3<br>Use the ± symbol in your answer.",4 ± 9;4±9;4e0 ± 9e0;4e0±9e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.16 ± 0.04 Hz, n = 9<br>Use the ± symbol in your answer.",0.160 ± 0.009;0.160±0.009;1.60e-1 ± 9e-3;1.60e-1±9e-3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.09 ± 0.04 kJ, n = 7<br>Use the ± symbol in your answer.",0.09 ± 0.09;0.09±0.09;9e-2 ± 9e-2;9e-2±9e-2,short_answer
"Does the following measurement agree with the known value of 0.41 mbar at the 50 % confidence level?<br>0.45 ± 0.19 mbar, n = 25",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 4200 g at the 95 % confidence level?<br>3.4e3 ± 1.3e3 g, n = 6",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 5 h at the 99.9 % confidence level?<br>9 ± 3 h, n = 20",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>3.2e3 ± 2e2 W, n = 9<br>Use the ± symbol in your answer.",3200 ± 200;3200±200;3.2e3 ± 2e2;3.2e3±2e2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>107 ± 18 s, n = 3<br>Use the ± symbol in your answer.",100 ± 300;100±300;1e2 ± 3e2;1e2±3e2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>3.1e3 ± 9e2 cal, n = 60<br>Use the ± symbol in your answer.",3100 ± 300;3100±300;3.1e3 ± 3e2;3.1e3±3e2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>152 ± 8 km, n = 30<br>Use the ± symbol in your answer.",152 ± 5;152±5;1.52e2 ± 5e0;1.52e2±5e0,short_answer
"Is the value 190 ms in the 90 % confidence interval for the following measurement?<br>2.0e2 ± 30 ms, n = 20",Yes;yes;Y;y,short_answer
"Is the value 860 mM in the 95 % confidence interval for the following measurement?<br>890 ± 180 mM, n = 60",Yes;yes;Y;y,short_answer
"Is the value 680 mM in the 50 % confidence interval for the following measurement?<br>650 ± 120 mM, n = 3",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 4.9 ns at the 99.9 % confidence level?<br>5.17 ± 0.17 ns, n = 10",Yes;yes;Y;y,short_answer
"Is the value 0.05 g in the 50 % confidence interval for the following measurement?<br>0.05 ± 0.02 g, n = 40",Yes;yes;Y;y,short_answer
"Is the value 100 s in the 99.9 % confidence interval for the following measurement?<br>230 ± 90 s, n = 7",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.20 g at the 90 % confidence level?<br>0.33 ± 0.06 g, n = 3",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 3.8 mL at the 99.9 % confidence level?<br>2.9 ± 1.4 mL, n = 25",Yes;yes;Y;y,short_answer
"Is the value 5.0e2 J in the 90 % confidence interval for the following measurement?<br>430 ± 1.0e2 J, n = 7",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>160 ± 40 V, n = 15<br>Use the ± symbol in your answer.",160 ± 40;160±40;1.6e2 ± 4e1;1.6e2±4e1,short_answer
"Is the value 400 mA in the 99 % confidence interval for the following measurement?<br>180 ± 50 mA, n = 3",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>700 ± 300 mA, n = 5<br>Use the ± symbol in your answer.",700 ± 600;700±600;7e2 ± 6e2;7e2±6e2,short_answer
"Does the following measurement agree with the known value of 0.31 mA at the 99.9 % confidence level?<br>0.36 ± 0.04 mA, n = 15",No;no;N;n,short_answer
"Is the value 0.206 mA in the 90 % confidence interval for the following measurement?<br>0.211 ± 0.005 mA, n = 3",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 140 m at the 90 % confidence level?<br>2.0e2 ± 50 m, n = 4",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>9 ± 3 kV, n = 60<br>Use the ± symbol in your answer.",9.0 ± 0.8;9.0±0.8;9.0e0 ± 8e-1;9.0e0±8e-1,short_answer
"Does the following measurement agree with the known value of 5400 km at the 50 % confidence level?<br>5.5e3 ± 7e2 km, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.0e4 ± 3e3 Pa, n = 120<br>Use the ± symbol in your answer.",1.00e4 ± 200;1.00e4±200;1.00e4 ± 2e2;1.00e4±2e2,short_answer
"Is the value 0.037 Pa in the 90 % confidence interval for the following measurement?<br>0.038 ± 0.004 Pa, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>6 ± 2 kV, n = 3<br>Use the ± symbol in your answer.",10 ± 40;10±40;1e1 ± 4e1;1e1±4e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.57 ± 0.05 h, n = 20<br>Use the ± symbol in your answer.",0.570 ± 0.008;0.570±0.008;5.70e-1 ± 8e-3;5.70e-1±8e-3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>8.1e3 ± 1.1e3 mol, n = 30<br>Use the ± symbol in your answer.",8100 ± 300;8100±300;8.1e3 ± 3e2;8.1e3±3e2,short_answer
"Does the following measurement agree with the known value of 2970 ms at the 95 % confidence level?<br>2.95e3 ± 1.0e2 ms, n = 40",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>4.8 ± 0.3 mM, n = 20<br>Use the ± symbol in your answer.",4.8 ± 0.2;4.8±0.2;4.8e0 ± 2e-1;4.8e0±2e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>7.0e2 ± 110 kJ, n = 30<br>Use the ± symbol in your answer.",7.0e2 ± 70;7.0e2±70;7.0e2 ± 7e1;7.0e2±7e1,short_answer
"Does the following measurement agree with the known value of 210 yr at the 50 % confidence level?<br>230 ± 90 yr, n = 9",No;no;N;n,short_answer
"Is the value 360 cal in the 90 % confidence interval for the following measurement?<br>340 ± 30 cal, n = 20",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.05 kPa at the 99.9 % confidence level?<br>0.063 ± 0.015 kPa, n = 10",Yes;yes;Y;y,short_answer
"Is the value 0.22 V in the 95 % confidence interval for the following measurement?<br>0.18 ± 0.05 V, n = 8",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.06 ± 0.03 h, n = 4<br>Use the ± symbol in your answer.",0.06 ± 0.09;0.06±0.09;6e-2 ± 9e-2;6e-2±9e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>20. ± 4 h, n = 10<br>Use the ± symbol in your answer.",20. ± 4;20.±4;2.0e1 ± 4e0;2.0e1±4e0,short_answer
"Is the value 1.0 K in the 50 % confidence interval for the following measurement?<br>0.9 ± 0.4 K, n = 8",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 60. A at the 99 % confidence level?<br>61 ± 7 A, n = 120",Yes;yes;Y;y,short_answer
"Is the value 1.1 bar in the 99 % confidence interval for the following measurement?<br>1.37 ± 0.19 bar, n = 8",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>111 ± 13 mA, n = 40<br>Use the ± symbol in your answer.",111 ± 6;111±6;1.11e2 ± 6e0;1.11e2±6e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>74 ± 7 s, n = 40<br>Use the ± symbol in your answer.",74 ± 2;74±2;7.4e1 ± 2e0;7.4e1±2e0,short_answer
"Does the following measurement agree with the known value of 480 kg at the 99 % confidence level?<br>5.0e2 ± 40 kg, n = 30",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>1.9 ± 0.4 km, n = 7<br>Use the ± symbol in your answer.",1.9 ± 0.3;1.9±0.3;1.9e0 ± 3e-1;1.9e0±3e-1,short_answer
"Is the value 23 mA in the 99 % confidence interval for the following measurement?<br>27 ± 12 mA, n = 60",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>5.71 ± 0.15 Hz, n = 60<br>Use the ± symbol in your answer.",5.71 ± 0.04;5.71±0.04;5.71e0 ± 4e-2;5.71e0±4e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>7.8 ± 1.8 Pa, n = 20<br>Use the ± symbol in your answer.",7.8 ± 1.2;7.8±1.2;7.8e0 ± 1.2e0;7.8e0±1.2e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>360 ± 70 Torr, n = 10<br>Use the ± symbol in your answer.",360 ± 110;360±110;3.6e2 ± 1.1e2;3.6e2±1.1e2,short_answer
"Does the following measurement agree with the known value of 0.08 K at the 99.9 % confidence level?<br>0.053 ± 0.013 K, n = 10",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>700 ± 300 g, n = 60<br>Use the ± symbol in your answer.",7.0e2 ± 1.0e2;7.0e2±1.0e2;7.0e2 ± 1.0e2;7.0e2±1.0e2,short_answer
"Does the following measurement agree with the known value of 1370 M at the 95 % confidence level?<br>1.26e3 ± 1.2e2 M, n = 8",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>34 ± 13 kV, n = 9<br>Use the ± symbol in your answer.",34 ± 8;34±8;3.4e1 ± 8e0;3.4e1±8e0,short_answer
"Does the following measurement agree with the known value of 0.31 bar at the 95 % confidence level?<br>0.30 ± 0.04 bar, n = 25",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.0190 ± 0.0016 ms, n = 20<br>Use the ± symbol in your answer.",0.0190 ± 0.0006;0.0190±0.0006;1.90e-2 ± 6e-4;1.90e-2±6e-4,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>880 ± 1.0e2 A, n = 3<br>Use the ± symbol in your answer.",900 ± 200;900±200;9e2 ± 2e2;9e2±2e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>5.3e3 ± 1.9e3 W, n = 3<br>Use the ± symbol in your answer.",5000 ± 5000;5000±5000;5e3 ± 5e3;5e3±5e3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.012 ± 0.005 mol, n = 8<br>Use the ± symbol in your answer.",0.012 ± 0.010;0.012±0.010;1.2e-2 ± 1.0e-2;1.2e-2±1.0e-2,short_answer
"Is the value 0.076 kcal in the 99 % confidence interval for the following measurement?<br>0.074 ± 0.003 kcal, n = 20",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.6 ± 0.2 N, n = 30<br>Use the ± symbol in your answer.",0.60 ± 0.07;0.60±0.07;6.0e-1 ± 7e-2;6.0e-1±7e-2,short_answer
"Does the following measurement agree with the known value of 110 W at the 50 % confidence level?<br>110 ± 30 W, n = 60",Yes;yes;Y;y,short_answer
"Is the value 12 Pa in the 90 % confidence interval for the following measurement?<br>9 ± 3 Pa, n = 5",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>149 ± 6 ms, n = 7<br>Use the ± symbol in your answer.",149 ± 6;149±6;1.49e2 ± 6e0;1.49e2±6e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>4.0 ± 1.4 h, n = 15<br>Use the ± symbol in your answer.",4.0 ± 1.5;4.0±1.5;4.0e0 ± 1.5e0;4.0e0±1.5e0,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.0e2 ± 30 s, n = 4<br>Use the ± symbol in your answer.",1.0e2 ± 90;1.0e2±90;1.0e2 ± 9e1;1.0e2±9e1,short_answer
"Does the following measurement agree with the known value of 0.0155 h at the 99 % confidence level?<br>0.0163 ± 0.0016 h, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.37 ± 0.06 V, n = 15<br>Use the ± symbol in your answer.",0.370 ± 0.011;0.370±0.011;3.70e-1 ± 1.1e-2;3.70e-1±1.1e-2,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>7.0 ± 0.9 L, n = 15<br>Use the ± symbol in your answer.",7.0 ± 0.7;7.0±0.7;7.0e0 ± 7e-1;7.0e0±7e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>6.5e3 ± 1.3e3 Pa, n = 6<br>Use the ± symbol in your answer.",7000 ± 4000;7000±4000;7e3 ± 4e3;7e3±4e3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.045 ± 0.016 mM, n = 15<br>Use the ± symbol in your answer.",0.05 ± 0.02;0.05±0.02;5e-2 ± 2e-2;5e-2±2e-2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>1.3e3 ± 4e2 s, n = 5<br>Use the ± symbol in your answer.",1300 ± 500;1300±500;1.3e3 ± 5e2;1.3e3±5e2,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.15 ± 0.05 s, n = 120<br>Use the ± symbol in your answer.",0.150 ± 0.009;0.150±0.009;1.50e-1 ± 9e-3;1.50e-1±9e-3,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>12 ± 4 A, n = 60<br>Use the ± symbol in your answer.",12 ± 2;12±2;1.2e1 ± 2e0;1.2e1±2e0,short_answer
"Does the following measurement agree with the known value of 110 M at the 95 % confidence level?<br>140 ± 60 M, n = 7",Yes;yes;Y;y,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>241 ± 15 L, n = 7<br>Use the ± symbol in your answer.",241 ± 11;241±11;2.41e2 ± 1.1e1;2.41e2±1.1e1,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.05 ± 0.02 Hz, n = 60<br>Use the ± symbol in your answer.",0.050 ± 0.004;0.050±0.004;5.0e-2 ± 4e-3;5.0e-2±4e-3,short_answer
"Does the following measurement agree with the known value of 1100 mL at the 90 % confidence level?<br>1.0e3 ± 400 mL, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>330 ± 80 atm, n = 8<br>Use the ± symbol in your answer.",330 ± 70;330±70;3.3e2 ± 7e1;3.3e2±7e1,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.037 ± 0.017 mL, n = 6<br>Use the ± symbol in your answer.",0.04 ± 0.03;0.04±0.03;4e-2 ± 3e-2;4e-2±3e-2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.3e3 ± 2e2 kcal, n = 15<br>Use the ± symbol in your answer.",1300 ± 200;1300±200;1.3e3 ± 2e2;1.3e3±2e2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.34 ± 0.07 s, n = 20<br>Use the ± symbol in your answer.",0.34 ± 0.06;0.34±0.06;3.4e-1 ± 6e-2;3.4e-1±6e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.16 ± 0.06 ns, n = 6<br>Use the ± symbol in your answer.",0.16 ± 0.02;0.16±0.02;1.6e-1 ± 2e-2;1.6e-1±2e-2,short_answer
"Is the value 0.24 J in the 90 % confidence interval for the following measurement?<br>0.22 ± 0.02 J, n = 6",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 3.7 A at the 90 % confidence level?<br>3.5 ± 1.6 A, n = 40",Yes;yes;Y;y,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.170 ± 0.011 km, n = 40<br>Use the ± symbol in your answer.",0.170 ± 0.004;0.170±0.004;1.70e-1 ± 4e-3;1.70e-1±4e-3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.042 ± 0.011 mM, n = 9<br>Use the ± symbol in your answer.",0.042 ± 0.008;0.042±0.008;4.2e-2 ± 8e-3;4.2e-2±8e-3,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>25.4 ± 1.7 yr, n = 20<br>Use the ± symbol in your answer.",25.4 ± 0.3;25.4±0.3;2.54e1 ± 3e-1;2.54e1±3e-1,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>5.9e3 ± 9e2 kV, n = 15<br>Use the ± symbol in your answer.",5900 ± 1.0e3;5900±1.0e3;5.9e3 ± 1.0e3;5.9e3±1.0e3,short_answer
"Is the value 0.4 mmHg in the 95 % confidence interval for the following measurement?<br>0.30 ± 0.14 mmHg, n = 5",Yes;yes;Y;y,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>0.022 ± 0.009 kV, n = 30<br>Use the ± symbol in your answer.",0.022 ± 0.005;0.022±0.005;2.2e-2 ± 5e-3;2.2e-2±5e-3,short_answer
"Does the following measurement agree with the known value of 18 m at the 99 % confidence level?<br>24 ± 3 m, n = 5",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>5.3e3 ± 3e2 Hz, n = 4<br>Use the ± symbol in your answer.",5000 ± 2000;5000±2000;5e3 ± 2e3;5e3±2e3,short_answer
"Does the following measurement agree with the known value of 320 J at the 50 % confidence level?<br>410 ± 180 J, n = 3",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 2550 cal at the 99.9 % confidence level?<br>2.62e3 ± 1.2e2 cal, n = 30",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>1.4 ± 0.4 ms, n = 6<br>Use the ± symbol in your answer.",1.40 ± 0.12;1.40±0.12;1.40e0 ± 1.2e-1;1.40e0±1.2e-1,short_answer
"Is the value 4000 J in the 99.9 % confidence interval for the following measurement?<br>5.9e3 ± 1.6e3 J, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>1.0e2 ± 40 mM, n = 60<br>Use the ± symbol in your answer.",1.0e2 ± 20;1.0e2±20;1.0e2 ± 2e1;1.0e2±2e1,short_answer
"Is the value 34 ns in the 90 % confidence interval for the following measurement?<br>35 ± 4 ns, n = 40",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 0.21 kJ at the 99.9 % confidence level?<br>0.25 ± 0.06 kJ, n = 60",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.047 ± 0.008 N, n = 120<br>Use the ± symbol in your answer.",0.0470 ± 0.0014;0.0470±0.0014;4.70e-2 ± 1.4e-3;4.70e-2±1.4e-3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>640 ± 30 W, n = 15<br>Use the ± symbol in your answer.",640 ± 20;640±20;6.4e2 ± 2e1;6.4e2±2e1,short_answer
"Is the value 0.07 mL in the 50 % confidence interval for the following measurement?<br>0.06 ± 0.03 mL, n = 5",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.046 km at the 95 % confidence level?<br>0.043 ± 0.008 km, n = 15",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>10. ± 4 mbar, n = 20<br>Use the ± symbol in your answer.",10.0 ± 0.6;10.0±0.6;1.00e1 ± 6e-1;1.00e1±6e-1,short_answer
"Is the value 9 ms in the 50 % confidence interval for the following measurement?<br>10. ± 5 ms, n = 10",Yes;yes;Y;y,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.0322 ± 0.0003 nm, n = 10<br>Use the ± symbol in your answer.",0.03220 ± 0.00007;0.03220±0.00007;3.220e-2 ± 7e-5;3.220e-2±7e-5,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.23 ± 0.10 km, n = 4<br>Use the ± symbol in your answer.",0.2 ± 0.2;0.2±0.2;2e-1 ± 2e-1;2e-1±2e-1,short_answer
"Is the value 9 V in the 90 % confidence interval for the following measurement?<br>13 ± 4 V, n = 6",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>4.1 ± 1.4 A, n = 5<br>Use the ± symbol in your answer.",4 ± 3;4±3;4e0 ± 3e0;4e0±3e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>17.3 ± 1.9 h, n = 30<br>Use the ± symbol in your answer.",17.3 ± 1.3;17.3±1.3;1.73e1 ± 1.3e0;1.73e1±1.3e0,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.11 ± 0.05 mol, n = 20<br>Use the ± symbol in your answer.",0.11 ± 0.04;0.11±0.04;1.1e-1 ± 4e-2;1.1e-1±4e-2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>35 ± 17 atm, n = 8<br>Use the ± symbol in your answer.",35 ± 11;35±11;3.5e1 ± 1.1e1;3.5e1±1.1e1,short_answer
"Does the following measurement agree with the known value of 0.046 kg at the 99 % confidence level?<br>0.039 ± 0.004 kg, n = 6",No;no;N;n,short_answer
"Does the following measurement agree with the known value of 0.20 K at the 99.9 % confidence level?<br>0.22 ± 0.03 K, n = 20",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 8 kPa at the 99.9 % confidence level?<br>7 ± 2 kPa, n = 120",No;no;N;n,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>2.4e3 ± 1.1e3 Pa, n = 15<br>Use the ± symbol in your answer.",2400 ± 600;2400±600;2.4e3 ± 6e2;2.4e3±6e2,short_answer
"Does the following measurement agree with the known value of 1.12 V at the 90 % confidence level?<br>1.14 ± 0.04 V, n = 25",No;no;N;n,short_answer
"Is the value 1300 kg in the 90 % confidence interval for the following measurement?<br>1.4e3 ± 2e2 kg, n = 60",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>8.1 ± 0.6 Hz, n = 20<br>Use the ± symbol in your answer.",8.1 ± 0.4;8.1±0.4;8.1e0 ± 4e-1;8.1e0±4e-1,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>7 ± 2 cal, n = 4<br>Use the ± symbol in your answer.",7 ± 3;7±3;7e0 ± 3e0;7e0±3e0,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.026 ± 0.003 W, n = 7<br>Use the ± symbol in your answer.",0.026 ± 0.002;0.026±0.002;2.6e-2 ± 2e-3;2.6e-2±2e-3,short_answer
"Does the following measurement agree with the known value of 50 mA at the 95 % confidence level?<br>70 ± 30 mA, n = 10",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.12 ± 0.03 s, n = 60<br>Use the ± symbol in your answer.",0.120 ± 0.006;0.120±0.006;1.20e-1 ± 6e-3;1.20e-1±6e-3,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>2.1 ± 0.6 A, n = 7<br>Use the ± symbol in your answer.",2.1 ± 0.8;2.1±0.8;2.1e0 ± 8e-1;2.1e0±8e-1,short_answer
"Does the following measurement agree with the known value of 700 W at the 99.9 % confidence level?<br>1.04e3 ± 1.0e2 W, n = 7",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>11 ± 3 yr, n = 6<br>Use the ± symbol in your answer.",11 ± 5;11±5;1.1e1 ± 5e0;1.1e1±5e0,short_answer
"Does the following measurement agree with the known value of 9000 h at the 99.9 % confidence level?<br>7e3 ± 3e3 h, n = 30",No;no;N;n,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>0.012 ± 0.004 atm, n = 40<br>Use the ± symbol in your answer.",0.0120 ± 0.0011;0.0120±0.0011;1.20e-2 ± 1.1e-3;1.20e-2±1.1e-3,short_answer
"Does the following measurement agree with the known value of 12 h at the 90 % confidence level?<br>13 ± 4 h, n = 40",Yes;yes;Y;y,short_answer
"Is the value 0.068 mol in the 99 % confidence interval for the following measurement?<br>0.062 ± 0.018 mol, n = 120",No;no;N;n,short_answer
"Is the value 4000 A in the 95 % confidence interval for the following measurement?<br>5e3 ± 2e3 A, n = 30",No;no;N;n,short_answer
"Calculate the 99 % confidence interval for the following measurement.<br>1.7e3 ± 3e2 s, n = 5<br>Use the ± symbol in your answer.",1700 ± 600;1700±600;1.7e3 ± 6e2;1.7e3±6e2,short_answer
"Does the following measurement agree with the known value of 12 g at the 99.9 % confidence level?<br>8 ± 3 g, n = 7",Yes;yes;Y;y,short_answer
"Does the following measurement agree with the known value of 60. N at the 95 % confidence level?<br>62 ± 10. N, n = 120",No;no;N;n,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>2.9e3 ± 5e2 W, n = 5<br>Use the ± symbol in your answer.",3000 ± 2000;3000±2000;3e3 ± 2e3;3e3±2e3,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>0.38 ± 0.07 ms, n = 120<br>Use the ± symbol in your answer.",0.380 ± 0.013;0.380±0.013;3.80e-1 ± 1.3e-2;3.80e-1±1.3e-2,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>2.6e3 ± 5e2 bar, n = 6<br>Use the ± symbol in your answer.",2.60e3 ± 150;2.60e3±150;2.60e3 ± 1.5e2;2.60e3±1.5e2,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>76 ± 10. K, n = 9<br>Use the ± symbol in your answer.",76 ± 6;76±6;7.6e1 ± 6e0;7.6e1±6e0,short_answer
"Calculate the 95 % confidence interval for the following measurement.<br>420 ± 40 km, n = 6<br>Use the ± symbol in your answer.",420 ± 40;420±40;4.2e2 ± 4e1;4.2e2±4e1,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>39 ± 8 kV, n = 7<br>Use the ± symbol in your answer.",39 ± 2;39±2;3.9e1 ± 2e0;3.9e1±2e0,short_answer
"Calculate the 50 % confidence interval for the following measurement.<br>0.7 ± 0.2 ms, n = 40<br>Use the ± symbol in your answer.",0.70 ± 0.02;0.70±0.02;7.0e-1 ± 2e-2;7.0e-1±2e-2,short_answer
"Calculate the 99.9 % confidence interval for the following measurement.<br>0.023 ± 0.011 Torr, n = 120<br>Use the ± symbol in your answer.",0.023 ± 0.003;0.023±0.003;2.3e-2 ± 3e-3;2.3e-2±3e-3,short_answer
"Calculate the 90 % confidence interval for the following measurement.<br>840 ± 80 nm, n = 4<br>Use the ± symbol in your answer.",840 ± 90;840±90;8.4e2 ± 9e1;8.4e2±9e1,short_answer
"Does the following measurement agree with the known value of 0.8 m at the 95 % confidence level?<br>0.64 ± 0.07 m, n = 5",No;no;N;n,short_answer
