question,correct_answers,incorrect_answers,question_type
Select the lowest electronegativity element,Sodium,Hydrogen;Lithium,multiple_choice
Select the lowest electronegativity element,Potassium,Nitrogen;Titanium,multiple_choice
Select the lower electronegativity element,Potassium,Titanium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Oxygen;Carbon,multiple_choice
Select the element with the lower electronegativity value,Magnesium,Sulfur,multiple_choice
Select the lowest electronegativity element,Lithium,Beryllium;Magnesium,multiple_choice
Select the element with the lowest electronegativity value,Sodium,Aluminum;Calcium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Beryllium,multiple_choice
Select the element with the highest electronegativity value,Phosphorus,Calcium;Copper,multiple_choice
Select the element with the lowest electronegativity value,Magnesium,Chlorine;Vanadium,multiple_choice
Which element is the most electronegative?,Iron,Calcium;Scandium,multiple_choice
Which element is the least electronegative?,Sodium,Chlorine;Sulfur,multiple_choice
Which element is less electronegative?,Scandium,Titanium,multiple_choice
Select the lowest electronegativity element,Titanium,Oxygen;Carbon,multiple_choice
Which element is less electronegative?,Magnesium,Beryllium,multiple_choice
Which element is more electronegative?,Scandium,Potassium,multiple_choice
Select the higher electronegativity element,Chromium,Zinc,multiple_choice
Select the lowest electronegativity element,Potassium,Boron;Zinc,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Vanadium;Scandium,multiple_choice
Select the lower electronegativity element,Manganese,Iron,multiple_choice
Select the lowest electronegativity element,Strontium,Ruthenium;Tungsten,multiple_choice
Select the lower electronegativity element,Scandium,Vanadium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Aluminum,multiple_choice
Which element is the least electronegative?,Zinc,Nickel;Cobalt,multiple_choice
Which element is more electronegative?,Beryllium,Lithium,multiple_choice
Which element is less electronegative?,Titanium,Oxygen,multiple_choice
Select the lowest electronegativity element,Calcium,Fluorine;Oxygen,multiple_choice
Which element is the most electronegative?,Copper,Potassium;Rubidium,multiple_choice
Which element is more electronegative?,Boron,Potassium,multiple_choice
Select the lowest electronegativity element,Potassium,Zinc;Calcium,multiple_choice
Select the element with the highest electronegativity value,Vanadium,Potassium;Scandium,multiple_choice
Select the highest electronegativity element,Nickel,Vanadium;Zinc,multiple_choice
Select the highest electronegativity element,Nitrogen,Zinc;Copper,multiple_choice
Select the higher electronegativity element,Zinc,Potassium,multiple_choice
Select the element with the highest electronegativity value,Chromium,Vanadium;Barium,multiple_choice
Which element is more electronegative?,Scandium,Calcium,multiple_choice
Which element is more electronegative?,Chlorine,Copper,multiple_choice
Select the element with the lowest electronegativity value,Lithium,Boron;Copper,multiple_choice
Select the element with the highest electronegativity value,Sulfur,Scandium;Copper,multiple_choice
Which element is the most electronegative?,Aluminum,Magnesium;Potassium,multiple_choice
Which element is the most electronegative?,Fluorine,Vanadium;Copper,multiple_choice
Which element is more electronegative?,Nitrogen,Bismuth,multiple_choice
Select the element with the highest electronegativity value,Nitrogen,Calcium;Scandium,multiple_choice
Select the lower electronegativity element,Magnesium,Sulfur,multiple_choice
Select the element with the lower electronegativity value,Potassium,Nickel,multiple_choice
Which element is more electronegative?,Sulfur,Sodium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Nickel;Copper,multiple_choice
Select the higher electronegativity element,Nickel,Zinc,multiple_choice
Select the element with the lowest electronegativity value,Sodium,Beryllium;Magnesium,multiple_choice
Select the lowest electronegativity element,Titanium,Nitrogen;Beryllium,multiple_choice
Select the lower electronegativity element,Scandium,Titanium,multiple_choice
Select the lower electronegativity element,Calcium,Sulfur,multiple_choice
Select the element with the highest electronegativity value,Manganese,Scandium;Calcium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Scandium,multiple_choice
Select the element with the lower electronegativity value,Titanium,Manganese,multiple_choice
Which element is the least electronegative?,Sodium,Phosphorus;Calcium,multiple_choice
Select the element with the highest electronegativity value,Aluminum,Potassium;Magnesium,multiple_choice
Select the lower electronegativity element,Potassium,Cobalt,multiple_choice
Which element is the most electronegative?,Nickel,Zinc;Calcium,multiple_choice
Which element is the least electronegative?,Sodium,Fluorine;Oxygen,multiple_choice
Select the highest electronegativity element,Chromium,Vanadium;Scandium,multiple_choice
Which element is more electronegative?,Fluorine,Titanium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Aluminum;Sodium,multiple_choice
Select the element with the lower electronegativity value,Copper,Arsenic,multiple_choice
Select the element with the highest electronegativity value,Zinc,Potassium;Francium,multiple_choice
Select the element with the highest electronegativity value,Sulfur,Zinc;Magnesium,multiple_choice
Select the lowest electronegativity element,Vanadium,Chlorine;Zinc,multiple_choice
Which element is the least electronegative?,Potassium,Iron;Niobium,multiple_choice
Select the element with the higher electronegativity value,Calcium,Potassium,multiple_choice
Which element is more electronegative?,Titanium,Potassium,multiple_choice
Select the higher electronegativity element,Boron,Calcium,multiple_choice
Select the higher electronegativity element,Cobalt,Scandium,multiple_choice
Select the highest electronegativity element,Oxygen,Calcium;Potassium,multiple_choice
Select the lower electronegativity element,Calcium,Aluminum,multiple_choice
Which element is the least electronegative?,Calcium,Beryllium;Magnesium,multiple_choice
Select the highest electronegativity element,Hydrogen,Sodium;Potassium,multiple_choice
Which element is the least electronegative?,Calcium,Germanium;Scandium,multiple_choice
Select the element with the higher electronegativity value,Oxygen,Zinc,multiple_choice
Select the element with the lower electronegativity value,Potassium,Silicon,multiple_choice
Select the lower electronegativity element,Potassium,Oxygen,multiple_choice
Select the highest electronegativity element,Zinc,Potassium;Calcium,multiple_choice
Select the highest electronegativity element,Sulfur,Sodium;Magnesium,multiple_choice
Select the element with the highest electronegativity value,Silicon,Zinc;Magnesium,multiple_choice
Select the element with the higher electronegativity value,Phosphorus,Calcium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Manganese,multiple_choice
Which element is more electronegative?,Iron,Chromium,multiple_choice
Which element is the least electronegative?,Potassium,Chromium;Calcium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Silicon,multiple_choice
Which element is less electronegative?,Potassium,Boron,multiple_choice
Which element is less electronegative?,Scandium,Titanium,multiple_choice
Select the element with the lower electronegativity value,Vanadium,Cobalt,multiple_choice
Which element is more electronegative?,Zinc,Potassium,multiple_choice
Select the element with the lowest electronegativity value,Titanium,Iron;Chromium,multiple_choice
Which element is more electronegative?,Copper,Potassium,multiple_choice
Select the element with the lowest electronegativity value,Tungsten,Palladium;Technetium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Copper,multiple_choice
Which element is more electronegative?,Zinc,Francium,multiple_choice
Select the element with the lowest electronegativity value,Sodium,Boron;Calcium,multiple_choice
Select the element with the lowest electronegativity value,Scandium,Oxygen;Beryllium,multiple_choice
Which element is more electronegative?,Iron,Titanium,multiple_choice
Select the lower electronegativity element,Potassium,Zinc,multiple_choice
Select the element with the lower electronegativity value,Potassium,Phosphorus,multiple_choice
Which element is less electronegative?,Potassium,Nickel,multiple_choice
Which element is more electronegative?,Phosphorus,Zinc,multiple_choice
Select the element with the lower electronegativity value,Potassium,Scandium,multiple_choice
Select the lowest electronegativity element,Potassium,Titanium;Scandium,multiple_choice
Which element is more electronegative?,Tantalum,Cesium,multiple_choice
Select the element with the highest electronegativity value,Cobalt,Calcium;Zinc,multiple_choice
Which element is less electronegative?,Carbon,Fluorine,multiple_choice
Select the lower electronegativity element,Calcium,Beryllium,multiple_choice
Which element is more electronegative?,Phosphorus,Aluminum,multiple_choice
Select the element with the lower electronegativity value,Radium,Tantalum,multiple_choice
Select the element with the lowest electronegativity value,Scandium,Manganese;Titanium,multiple_choice
Select the lowest electronegativity element,Phosphorus,Fluorine;Sulfur,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Manganese;Titanium,multiple_choice
Which element is less electronegative?,Sodium,Silicon,multiple_choice
Which element is the least electronegative?,Potassium,Zinc;Calcium,multiple_choice
Select the element with the highest electronegativity value,Hydrogen,Potassium;Sodium,multiple_choice
Select the element with the highest electronegativity value,Chlorine,Zinc;Magnesium,multiple_choice
Select the highest electronegativity element,Iron,Manganese;Potassium,multiple_choice
Select the higher electronegativity element,Chromium,Scandium,multiple_choice
Which element is less electronegative?,Radium,Actinium,multiple_choice
Select the lower electronegativity element,Potassium,Zinc,multiple_choice
Select the lowest electronegativity element,Titanium,Cobalt;Vanadium,multiple_choice
Select the element with the lowest electronegativity value,Tantalum,Iron;Titanium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Zinc;Calcium,multiple_choice
Select the element with the highest electronegativity value,Zinc,Calcium;Potassium,multiple_choice
Select the element with the highest electronegativity value,Vanadium,Titanium;Potassium,multiple_choice
Select the element with the higher electronegativity value,Calcium,Potassium,multiple_choice
Select the element with the lower electronegativity value,Chromium,Chlorine,multiple_choice
Select the higher electronegativity element,Oxygen,Barium,multiple_choice
Select the element with the higher electronegativity value,Calcium,Potassium,multiple_choice
Select the higher electronegativity element,Cobalt,Titanium,multiple_choice
Which element is less electronegative?,Scandium,Vanadium,multiple_choice
Select the higher electronegativity element,Nickel,Zinc,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Chromium;Vanadium,multiple_choice
Select the higher electronegativity element,Iron,Titanium,multiple_choice
Which element is less electronegative?,Titanium,Phosphorus,multiple_choice
Select the element with the lower electronegativity value,Zinc,Phosphorus,multiple_choice
Select the highest electronegativity element,Chromium,Scandium;Titanium,multiple_choice
Select the lowest electronegativity element,Sodium,Phosphorus;Scandium,multiple_choice
Which element is more electronegative?,Silicon,Sodium,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Chromium;Titanium,multiple_choice
Select the lower electronegativity element,Francium,Palladium,multiple_choice
Which element is less electronegative?,Potassium,Phosphorus,multiple_choice
Select the lowest electronegativity element,Scandium,Chromium;Zinc,multiple_choice
Which element is less electronegative?,Calcium,Chromium,multiple_choice
Select the lowest electronegativity element,Magnesium,Fluorine;Silicon,multiple_choice
Select the element with the lower electronegativity value,Potassium,Beryllium,multiple_choice
Which element is the least electronegative?,Beryllium,Oxygen;Phosphorus,multiple_choice
Select the element with the highest electronegativity value,Boron,Magnesium;Beryllium,multiple_choice
Which element is less electronegative?,Potassium,Titanium,multiple_choice
Select the lowest electronegativity element,Radium,Manganese;Scandium,multiple_choice
Select the higher electronegativity element,Manganese,Radium,multiple_choice
Which element is the most electronegative?,Fluorine,Silicon;Zinc,multiple_choice
Which element is the least electronegative?,Calcium,Manganese;Scandium,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Manganese;Titanium,multiple_choice
Select the higher electronegativity element,Phosphorus,Calcium,multiple_choice
Select the lower electronegativity element,Boron,Nitrogen,multiple_choice
Which element is the most electronegative?,Chlorine,Vanadium;Sodium,multiple_choice
Which element is more electronegative?,Scandium,Potassium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Copper,multiple_choice
Select the lower electronegativity element,Scandium,Titanium,multiple_choice
Which element is the most electronegative?,Hydrogen,Potassium;Sodium,multiple_choice
Which element is less electronegative?,Lithium,Fluorine,multiple_choice
Select the higher electronegativity element,Aluminum,Calcium,multiple_choice
Select the lowest electronegativity element,Calcium,Nitrogen;Carbon,multiple_choice
Select the lower electronegativity element,Chromium,Chlorine,multiple_choice
Which element is more electronegative?,Iron,Calcium,multiple_choice
Select the highest electronegativity element,Titanium,Barium;Zirconium,multiple_choice
Select the element with the highest electronegativity value,Cobalt,Potassium;Tantalum,multiple_choice
Which element is less electronegative?,Sodium,Carbon,multiple_choice
Which element is the most electronegative?,Tantalum,Lanthanum;Francium,multiple_choice
Select the element with the lowest electronegativity value,Vanadium,Chromium;Zinc,multiple_choice
Which element is the most electronegative?,Oxygen,Zinc;Lithium,multiple_choice
Select the element with the lowest electronegativity value,Hafnium,Sulfur;Titanium,multiple_choice
Select the lower electronegativity element,Potassium,Calcium,multiple_choice
Select the higher electronegativity element,Titanium,Scandium,multiple_choice
Which element is less electronegative?,Scandium,Carbon,multiple_choice
Select the element with the highest electronegativity value,Manganese,Scandium;Titanium,multiple_choice
Select the higher electronegativity element,Magnesium,Sodium,multiple_choice
Select the element with the lower electronegativity value,Francium,Zinc,multiple_choice
Which element is more electronegative?,Beryllium,Magnesium,multiple_choice
Which element is less electronegative?,Calcium,Carbon,multiple_choice
Select the element with the lower electronegativity value,Lead,Iron,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Beryllium;Calcium,multiple_choice
Select the element with the highest electronegativity value,Hydrogen,Lithium;Sodium,multiple_choice
Select the element with the higher electronegativity value,Oxygen,Zinc,multiple_choice
Select the lower electronegativity element,Yttrium,Sulfur,multiple_choice
Which element is less electronegative?,Calcium,Silicon,multiple_choice
Which element is the most electronegative?,Vanadium,Potassium;Titanium,multiple_choice
Select the highest electronegativity element,Boron,Lithium;Copper,multiple_choice
Select the element with the higher electronegativity value,Chlorine,Potassium,multiple_choice
Select the lowest electronegativity element,Scandium,Chromium;Titanium,multiple_choice
Which element is the least electronegative?,Strontium,Cobalt;Scandium,multiple_choice
Select the element with the highest electronegativity value,Boron,Potassium;Beryllium,multiple_choice
Which element is more electronegative?,Vanadium,Potassium,multiple_choice
Which element is less electronegative?,Silicon,Carbon,multiple_choice
Select the element with the lower electronegativity value,Scandium,Chromium,multiple_choice
Which element is less electronegative?,Potassium,Hydrogen,multiple_choice
Which element is less electronegative?,Chromium,Nickel,multiple_choice
Select the element with the higher electronegativity value,Phosphorus,Magnesium,multiple_choice
Select the element with the highest electronegativity value,Silicon,Calcium;Potassium,multiple_choice
Which element is the most electronegative?,Fluorine,Carbon;Sodium,multiple_choice
Select the lower electronegativity element,Potassium,Calcium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Scandium,multiple_choice
Select the lower electronegativity element,Zinc,Carbon,multiple_choice
Which element is the most electronegative?,Boron,Magnesium;Beryllium,multiple_choice
Which element is the least electronegative?,Radium,Iron;Zinc,multiple_choice
Select the element with the higher electronegativity value,Boron,Copper,multiple_choice
Which element is less electronegative?,Potassium,Zinc,multiple_choice
Select the lower electronegativity element,Aluminum,Fluorine,multiple_choice
Which element is the least electronegative?,Zirconium,Cobalt;Chromium,multiple_choice
Which element is more electronegative?,Oxygen,Potassium,multiple_choice
Select the element with the highest electronegativity value,Chromium,Zinc;Calcium,multiple_choice
Select the element with the lower electronegativity value,Sodium,Boron,multiple_choice
Select the highest electronegativity element,Titanium,Scandium;Potassium,multiple_choice
Select the element with the lower electronegativity value,Sodium,Hydrogen,multiple_choice
Select the lowest electronegativity element,Calcium,Chromium;Vanadium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Calcium,multiple_choice
Select the higher electronegativity element,Aluminum,Calcium,multiple_choice
Select the lower electronegativity element,Strontium,Manganese,multiple_choice
Select the element with the highest electronegativity value,Nitrogen,Silicon;Potassium,multiple_choice
Which element is more electronegative?,Sulfur,Zinc,multiple_choice
Select the lowest electronegativity element,Potassium,Zinc;Calcium,multiple_choice
Which element is the least electronegative?,Potassium,Chlorine;Aluminum,multiple_choice
Which element is the most electronegative?,Polonium,Mercury;Cesium,multiple_choice
Select the element with the higher electronegativity value,Copper,Potassium,multiple_choice
Select the lowest electronegativity element,Calcium,Sulfur;Phosphorus,multiple_choice
Select the element with the lower electronegativity value,Lithium,Hydrogen,multiple_choice
Select the lower electronegativity element,Zinc,Nitrogen,multiple_choice
Select the lowest electronegativity element,Magnesium,Phosphorus;Titanium,multiple_choice
Select the element with the lower electronegativity value,Magnesium,Nitrogen,multiple_choice
Select the element with the highest electronegativity value,Hydrogen,Lithium;Cesium,multiple_choice
Select the element with the lowest electronegativity value,Sodium,Aluminum;Magnesium,multiple_choice
Select the element with the highest electronegativity value,Boron,Sodium;Potassium,multiple_choice
Which element is more electronegative?,Nickel,Chromium,multiple_choice
Select the higher electronegativity element,Nickel,Potassium,multiple_choice
Select the element with the highest electronegativity value,Boron,Copper;Sodium,multiple_choice
Select the higher electronegativity element,Silicon,Zinc,multiple_choice
Select the element with the higher electronegativity value,Fluorine,Silicon,multiple_choice
Select the element with the lower electronegativity value,Radium,Palladium,multiple_choice
Select the element with the lower electronegativity value,Magnesium,Boron,multiple_choice
Select the element with the lowest electronegativity value,Sodium,Phosphorus;Silicon,multiple_choice
Which element is less electronegative?,Potassium,Hydrogen,multiple_choice
Select the lower electronegativity element,Sodium,Aluminum,multiple_choice
Select the element with the lowest electronegativity value,Lanthanum,Vanadium;Scandium,multiple_choice
Which element is more electronegative?,Carbon,Beryllium,multiple_choice
Select the element with the lowest electronegativity value,Francium,Copper;Potassium,multiple_choice
Which element is the least electronegative?,Aluminum,Fluorine;Sulfur,multiple_choice
Select the higher electronegativity element,Cobalt,Potassium,multiple_choice
Select the element with the lower electronegativity value,Sodium,Beryllium,multiple_choice
Select the element with the lowest electronegativity value,Sodium,Sulfur;Copper,multiple_choice
Which element is the least electronegative?,Zinc,Nickel;Cobalt,multiple_choice
Select the lowest electronegativity element,Strontium,Titanium;Scandium,multiple_choice
Select the lower electronegativity element,Zinc,Iron,multiple_choice
Select the lowest electronegativity element,Titanium,Oxygen;Nitrogen,multiple_choice
Which element is more electronegative?,Boron,Aluminum,multiple_choice
Select the lowest electronegativity element,Aluminum,Phosphorus;Copper,multiple_choice
Select the element with the lower electronegativity value,Titanium,Manganese,multiple_choice
Select the element with the higher electronegativity value,Phosphorus,Silicon,multiple_choice
Which element is less electronegative?,Magnesium,Beryllium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Titanium;Calcium,multiple_choice
Which element is the most electronegative?,Manganese,Titanium;Lanthanum,multiple_choice
Select the lower electronegativity element,Copper,Oxygen,multiple_choice
Which element is less electronegative?,Zinc,Silicon,multiple_choice
Select the element with the lower electronegativity value,Calcium,Magnesium,multiple_choice
Select the element with the lower electronegativity value,Copper,Sulfur,multiple_choice
Which element is more electronegative?,Chromium,Potassium,multiple_choice
Select the element with the highest electronegativity value,Vanadium,Potassium;Titanium,multiple_choice
Which element is more electronegative?,Cobalt,Potassium,multiple_choice
Select the highest electronegativity element,Carbon,Aluminum;Beryllium,multiple_choice
Which element is less electronegative?,Aluminum,Fluorine,multiple_choice
Which element is the least electronegative?,Sodium,Aluminum;Magnesium,multiple_choice
Select the element with the highest electronegativity value,Hydrogen,Potassium;Lithium,multiple_choice
Select the element with the lower electronegativity value,Sodium,Beryllium,multiple_choice
Select the element with the lowest electronegativity value,Scandium,Iron;Indium,multiple_choice
Select the lower electronegativity element,Barium,Cadmium,multiple_choice
Select the element with the lower electronegativity value,Calcium,Magnesium,multiple_choice
Select the lower electronegativity element,Tellurium,Palladium,multiple_choice
Select the element with the lowest electronegativity value,Scandium,Manganese;Titanium,multiple_choice
Select the higher electronegativity element,Beryllium,Magnesium,multiple_choice
Select the element with the highest electronegativity value,Sulfur,Aluminum;Silicon,multiple_choice
Which element is the least electronegative?,Titanium,Fluorine;Oxygen,multiple_choice
Which element is more electronegative?,Calcium,Potassium,multiple_choice
Which element is the least electronegative?,Potassium,Phosphorus;Zinc,multiple_choice
Select the higher electronegativity element,Tantalum,Radium,multiple_choice
Select the highest electronegativity element,Aluminum,Magnesium;Potassium,multiple_choice
Select the lower electronegativity element,Calcium,Chromium,multiple_choice
Select the element with the higher electronegativity value,Vanadium,Potassium,multiple_choice
Select the lowest electronegativity element,Sodium,Hydrogen;Lithium,multiple_choice
Select the element with the lowest electronegativity value,Cesium,Copper;Potassium,multiple_choice
Select the lower electronegativity element,Potassium,Copper,multiple_choice
Select the element with the highest electronegativity value,Iron,Vanadium;Manganese,multiple_choice
Which element is the least electronegative?,Copper,Fluorine;Nitrogen,multiple_choice
Select the lower electronegativity element,Potassium,Calcium,multiple_choice
Select the element with the higher electronegativity value,Boron,Beryllium,multiple_choice
Which element is the least electronegative?,Magnesium,Silicon;Scandium,multiple_choice
Select the element with the highest electronegativity value,Hydrogen,Sodium;Lithium,multiple_choice
Select the lower electronegativity element,Calcium,Beryllium,multiple_choice
Which element is less electronegative?,Lithium,Hydrogen,multiple_choice
Select the lowest electronegativity element,Potassium,Phosphorus;Sodium,multiple_choice
Select the element with the higher electronegativity value,Nitrogen,Copper,multiple_choice
Which element is the most electronegative?,Carbon,Copper;Aluminum,multiple_choice
Select the higher electronegativity element,Cobalt,Chromium,multiple_choice
Select the lowest electronegativity element,Cesium,Silicon;Magnesium,multiple_choice
Which element is the most electronegative?,Nitrogen,Calcium;Copper,multiple_choice
Select the higher electronegativity element,Vanadium,Titanium,multiple_choice
Select the element with the highest electronegativity value,Cobalt,Calcium;Zinc,multiple_choice
Select the element with the higher electronegativity value,Zinc,Potassium,multiple_choice
Select the element with the lowest electronegativity value,Titanium,Nickel;Iron,multiple_choice
Which element is the least electronegative?,Actinium,Vanadium;Zirconium,multiple_choice
Select the lowest electronegativity element,Calcium,Vanadium;Titanium,multiple_choice
Select the element with the highest electronegativity value,Iron,Potassium;Barium,multiple_choice
Which element is the most electronegative?,Chromium,Rubidium;Zinc,multiple_choice
Which element is less electronegative?,Copper,Phosphorus,multiple_choice
Which element is the most electronegative?,Xenon,Lead;Cesium,multiple_choice
Select the highest electronegativity element,Cobalt,Titanium;Manganese,multiple_choice
Select the element with the lowest electronegativity value,Rubidium,Nitrogen;Aluminum,multiple_choice
Select the element with the lowest electronegativity value,Beryllium,Boron;Zinc,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Manganese;Titanium,multiple_choice
Which element is the least electronegative?,Cesium,Copper;Potassium,multiple_choice
Select the lower electronegativity element,Calcium,Chlorine,multiple_choice
Select the lower electronegativity element,Sodium,Boron,multiple_choice
Select the element with the lower electronegativity value,Calcium,Carbon,multiple_choice
Select the element with the highest electronegativity value,Hydrogen,Potassium;Lithium,multiple_choice
Which element is more electronegative?,Magnesium,Potassium,multiple_choice
Select the lowest electronegativity element,Manganese,Cobalt;Iron,multiple_choice
Select the lower electronegativity element,Potassium,Scandium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Copper,multiple_choice
Select the element with the highest electronegativity value,Nickel,Potassium;Titanium,multiple_choice
Which element is the most electronegative?,Iron,Scandium;Potassium,multiple_choice
Select the lower electronegativity element,Calcium,Zinc,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Vanadium;Scandium,multiple_choice
Select the element with the higher electronegativity value,Boron,Magnesium,multiple_choice
Which element is less electronegative?,Lithium,Hydrogen,multiple_choice
Which element is less electronegative?,Calcium,Vanadium,multiple_choice
Select the highest electronegativity element,Titanium,Scandium;Calcium,multiple_choice
Which element is the least electronegative?,Scandium,Silicon;Zinc,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Vanadium;Scandium,multiple_choice
Which element is the most electronegative?,Iron,Potassium;Calcium,multiple_choice
Select the highest electronegativity element,Phosphorus,Titanium;Calcium,multiple_choice
Select the element with the highest electronegativity value,Iron,Potassium;Chromium,multiple_choice
Select the lowest electronegativity element,Calcium,Arsenic;Zinc,multiple_choice
Select the element with the highest electronegativity value,Copper,Cesium;Potassium,multiple_choice
Select the lower electronegativity element,Calcium,Titanium,multiple_choice
Which element is the least electronegative?,Potassium,Hydrogen;Lithium,multiple_choice
Select the highest electronegativity element,Hydrogen,Potassium;Lithium,multiple_choice
Which element is the least electronegative?,Beryllium,Carbon;Boron,multiple_choice
Select the element with the highest electronegativity value,Phosphorus,Sodium;Copper,multiple_choice
Select the element with the higher electronegativity value,Niobium,Cesium,multiple_choice
Select the element with the higher electronegativity value,Carbon,Potassium,multiple_choice
Select the element with the higher electronegativity value,Hydrogen,Sodium,multiple_choice
Select the element with the higher electronegativity value,Zinc,Potassium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Nitrogen;Copper,multiple_choice
Select the higher electronegativity element,Silicon,Aluminum,multiple_choice
Select the lowest electronegativity element,Sodium,Oxygen;Titanium,multiple_choice
Select the element with the highest electronegativity value,Beryllium,Lithium;Calcium,multiple_choice
Select the element with the highest electronegativity value,Hydrogen,Sodium;Potassium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Bromine,multiple_choice
Which element is less electronegative?,Potassium,Magnesium,multiple_choice
Select the element with the higher electronegativity value,Fluorine,Zinc,multiple_choice
Which element is the most electronegative?,Manganese,Calcium;Titanium,multiple_choice
Select the lower electronegativity element,Scandium,Cobalt,multiple_choice
Select the highest electronegativity element,Chromium,Calcium;Scandium,multiple_choice
Select the highest electronegativity element,Rhodium,Yttrium;Ruthenium,multiple_choice
Which element is the most electronegative?,Titanium,Potassium;Scandium,multiple_choice
Which element is more electronegative?,Copper,Potassium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Hydrogen;Lithium,multiple_choice
Select the element with the higher electronegativity value,Hydrogen,Sodium,multiple_choice
Select the lower electronegativity element,Potassium,Carbon,multiple_choice
Which element is the most electronegative?,Manganese,Scandium;Potassium,multiple_choice
Select the element with the highest electronegativity value,Nitrogen,Calcium;Lithium,multiple_choice
Select the lower electronegativity element,Chromium,Iron,multiple_choice
Select the lower electronegativity element,Copper,Carbon,multiple_choice
Select the element with the lowest electronegativity value,Francium,Copper;Potassium,multiple_choice
Select the element with the highest electronegativity value,Nickel,Calcium;Copper,multiple_choice
Which element is more electronegative?,Silicon,Aluminum,multiple_choice
Which element is more electronegative?,Nitrogen,Lithium,multiple_choice
Select the higher electronegativity element,Iron,Scandium,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Manganese;Titanium,multiple_choice
Which element is the least electronegative?,Potassium,Titanium;Scandium,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Iron;Barium,multiple_choice
Which element is less electronegative?,Sodium,Phosphorus,multiple_choice
Select the element with the highest electronegativity value,Iron,Calcium;Zinc,multiple_choice
Select the element with the higher electronegativity value,Silicon,Calcium,multiple_choice
Which element is the most electronegative?,Silicon,Scandium;Zinc,multiple_choice
Which element is the least electronegative?,Calcium,Titanium;Zirconium,multiple_choice
Select the higher electronegativity element,Copper,Cesium,multiple_choice
Select the element with the lower electronegativity value,Potassium,Calcium,multiple_choice
Select the lowest electronegativity element,Calcium,Aluminum;Magnesium,multiple_choice
Select the higher electronegativity element,Carbon,Magnesium,multiple_choice
Select the element with the lower electronegativity value,Vanadium,Oxygen,multiple_choice
Select the element with the lowest electronegativity value,Calcium,Beryllium;Magnesium,multiple_choice
Select the element with the higher electronegativity value,Oxygen,Copper,multiple_choice
Which element is less electronegative?,Potassium,Beryllium,multiple_choice
Which element is less electronegative?,Calcium,Manganese,multiple_choice
Select the higher electronegativity element,Aluminum,Potassium,multiple_choice
Select the lower electronegativity element,Titanium,Vanadium,multiple_choice
Select the element with the lowest electronegativity value,Carbon,Oxygen;Nitrogen,multiple_choice
Which element is less electronegative?,Chromium,Iron,multiple_choice
Select the element with the lower electronegativity value,Vanadium,Chromium,multiple_choice
Select the element with the highest electronegativity value,Zinc,Calcium;Potassium,multiple_choice
Select the lower electronegativity element,Silicon,Fluorine,multiple_choice
Select the element with the highest electronegativity value,Copper,Rubidium;Potassium,multiple_choice
Select the lower electronegativity element,Potassium,Aluminum,multiple_choice
Which element is the most electronegative?,Cobalt,Chromium;Potassium,multiple_choice
Select the element with the higher electronegativity value,Vanadium,Scandium,multiple_choice
Select the lowest electronegativity element,Aluminum,Oxygen;Boron,multiple_choice
Select the lower electronegativity element,Cesium,Hydrogen,multiple_choice
Select the element with the higher electronegativity value,Nickel,Cobalt,multiple_choice
Which element is less electronegative?,Cesium,Gold,multiple_choice
Select the element with the lowest electronegativity value,Potassium,Hydrogen;Sodium,multiple_choice
Which element is more electronegative?,Cobalt,Scandium,multiple_choice
Select the element with the higher electronegativity value,Aluminum,Calcium,multiple_choice
Select the element with the highest electronegativity value,Phosphorus,Silicon;Scandium,multiple_choice
Select the lower electronegativity element,Calcium,Chromium,multiple_choice
Select the lower electronegativity element,Sodium,Silicon,multiple_choice
Select the highest electronegativity element,Chlorine,Phosphorus;Calcium,multiple_choice
Which element is the most electronegative?,Cobalt,Manganese;Vanadium,multiple_choice
